"","PXD.Open","PXD.High","PXD.Low","PXD.Close","PXD.Volume","PXD.Adjusted"
"114",165,167.919998,164,166.960007,1740700,166.919285
"115",167.910004,169.690002,165.410004,168.839996,1521600,168.798816
"116",168.860001,173.149994,168.5,172.539993,1772900,172.49791
"117",176.789993,177.830002,174.389999,176.190002,2032600,176.147029
"118",174.910004,176.630005,170.160004,171,2176800,170.958293
"119",173.449997,174.860001,166.190002,166.710007,2960800,166.669346
"120",165.889999,165.889999,160.5,160.809998,2921300,160.770776
"121",148.440002,148.589996,139.059998,143.229996,3341200,143.195062
"122",142.139999,145.860001,140.110001,144.839996,3935400,144.80467
"123",143.970001,150.270004,143.970001,146.369995,3072600,146.334295
"124",147.360001,153.800003,147.130005,150.729996,2377000,150.693232
"125",142.410004,147.320007,142.139999,145.529999,3434800,145.494504
"126",145.139999,146.990005,142.800003,143,3166300,142.965122
"127",138.990005,139.779999,131.940002,133.369995,3663600,133.337466
"128",133.130005,137.580002,133.009995,136.330002,2572400,136.296751
"129",132.350006,134.330002,130.059998,131.550003,3115400,131.517918
"130",131.550003,136,130.460007,130.600006,2684300,130.568152
"131",128,134.580002,127.309998,131.25,3255600,131.217988
"132",133.929993,136.039993,131.720001,132.169998,2936500,132.137762
"133",131.660004,139.289993,130.740005,134.800003,3803500,134.767125
"134",134.880005,146.220001,134.830002,144.800003,3882500,144.764686
"135",149.479996,151.5,143.270004,147.940002,3418700,147.90392
"136",150.940002,153.050003,146.809998,152.699997,4273700,152.662753
"137",151.610001,151.770004,146.869995,149.910004,2220900,149.87344
"138",151.110001,152.880005,149.580002,152.440002,1711400,152.402822
"139",150.600006,151.600006,149,150.839996,951800,150.803206
"140",152.419998,153.5,150.100006,151.240005,762200,151.203118
"141",152.429993,154.399994,150.570007,153.300003,1708400,153.262613
"142",151.800003,153.800003,149.779999,150.070007,1537500,150.033405
"143",148.589996,150.899994,147.020004,148.850006,1731100,148.813701
"144",147.539993,151.75,147.020004,149.889999,2135900,149.853441
"145",146.600006,147.039993,139.440002,139.830002,2259800,139.795897
"146",139.479996,142.449997,137.520004,139.460007,2169000,139.425992
"147",141.380005,142.570007,137.110001,137.929993,2398400,137.896351
"148",139.360001,145.25,138.600006,141.410004,2489100,141.375513
"149",141.570007,144.570007,140.059998,142.520004,1589300,142.485243
"150",139.479996,139.559998,133.949997,134.929993,2501700,134.897083
"151",135.229996,140.410004,135.039993,137.889999,3050500,137.856368
"152",135.990005,142.419998,134.600006,142.229996,3205600,142.195306
"153",142.229996,147.610001,141.169998,141.309998,3074500,141.275532
"154",142.880005,150.740005,141.880005,149.970001,4083800,149.933423
"155",146.800003,148.300003,144.309998,147.380005,2182600,147.344059
"156",149.210007,154.320007,148.350006,152.940002,1482200,152.9027
"157",154.210007,154.490005,148,152.460007,1714300,152.422821
"158",152.380005,156.059998,151.929993,152.860001,1789600,152.822718
"159",152.910004,155.479996,150.75,155.029999,1476400,154.992187
"160",153.830002,156.610001,152.360001,155.119995,1443900,155.082161
"161",154.350006,154.350006,144.039993,144.550003,2467400,144.514747
"162",147,147,141.710007,146.259995,1839600,146.224321
"163",145.570007,151.809998,144.309998,150.529999,2412000,150.493284
"164",153.5,158.449997,153.059998,157.119995,2690600,157.081673
"165",160.149994,162.830002,157.779999,161.619995,3476100,161.580576
"166",159.169998,160.860001,155.360001,157.509995,2271200,157.471577
"167",159.979996,162.199997,157.149994,158.589996,2170200,158.551316
"168",160.050003,160.259995,154.279999,156.649994,2534100,156.611787
"169",157.990005,159.669998,153.589996,154.119995,3540200,154.082405
"170",154.009995,154.899994,149.779999,153.119995,3120300,153.082649
"171",143.690002,151.229996,143.240005,146.970001,5715600,146.934155
"172",149.429993,151.979996,147.809998,148.139999,3686600,148.103868
"173",151.639999,158.220001,150,157.850006,3421500,157.811506
"174",155.229996,158.720001,154.889999,157.660004,1670400,157.62155
"175",155.380005,161.259995,155.380005,156.949997,2011800,156.911716
"176",151.350006,160.830002,151.199997,160.160004,2346600,160.12094
"177",159.850006,160.630005,157.850006,158.759995,1973300,158.721273
"178",158.550003,158.550003,153.679993,156.199997,1928100,156.161899
"179",157.029999,158.130005,154.929993,157.369995,1655900,157.331612
"180",157.029999,161.419998,155.779999,160.350006,1334000,160.310896
"181",159.399994,160.429993,155,156.029999,1543700,155.991943
"182",156.050003,156.5,151.919998,152.520004,1533100,152.482804
"183",151.929993,155.449997,150.589996,154.75,1138900,154.712256
"184",155.240005,161.5,155.009995,159.5,2612200,159.461098
"185",159,163.360001,156.690002,163.009995,3339400,162.970236
"186",162.009995,162.800003,160.369995,160.440002,2467900,160.400871
"187",158,160.470001,155.509995,156.169998,1951000,156.131908
"188",156.199997,157.080002,153,153.210007,1204900,153.172638
"189",151.949997,155.270004,151.529999,151.979996,2149500,151.942927
"190",152.110001,154.949997,151.330002,153.139999,1566200,153.102648
"191",154.559998,155.410004,152.639999,153.270004,1840300,153.232621
"192",151.070007,154.970001,150.699997,154.639999,2402900,154.602282
"193",154.139999,157.119995,151.880005,157,1887800,156.961707
"194",156.100006,158.169998,154.350006,156.520004,1791000,156.481829
"195",155.080002,160.850006,152.809998,158.25,2825300,158.211402
"196",155.5,159.169998,154.770004,158.740005,1543100,158.701288
"197",161.220001,164.539993,160.050003,163.559998,2700400,163.520105
"198",163.429993,164.809998,158.990005,159.009995,1397500,158.971212
"199",159.320007,159.899994,156,158,1726500,157.961463
"200",159.830002,163.320007,159.059998,162.050003,1619700,162.010479
"201",164.899994,167.300003,163.740005,164.009995,2620100,163.969992
"202",162.080002,165.089996,161.399994,163.610001,1476500,163.610001
"203",166.130005,167.059998,163.639999,166.5,1337900,166.5
"204",164.050003,166.300003,163.410004,163.509995,1686600,163.509995
"205",164.940002,169.110001,164.919998,166.880005,1928900,166.880005
"206",167.029999,172.270004,166.160004,170.940002,2524600,170.940002
"207",171.479996,174.220001,171.479996,173.580002,1845300,173.580002
"208",173.309998,175.330002,171.770004,171.860001,1349100,171.860001
"209",173.169998,174.5,170.100006,170.449997,1929000,170.449997
"210",171.440002,176.210007,171.410004,174.589996,1793700,174.589996
"211",174.679993,175.330002,172.320007,172.520004,1370500,172.520004
"212",174.660004,175.839996,171.25,172,908000,172
"213",173.080002,176.850006,172.600006,176.130005,1049400,176.130005
"214",178.119995,180.559998,175.410004,179.940002,2061500,179.940002
"215",178.759995,181.970001,177.539993,180.229996,1478700,180.229996
"216",178.289993,179.880005,176.649994,177.929993,1512600,177.929993
"217",178.600006,180.350006,176.800003,177.210007,768200,177.210007
"218",175.740005,177.050003,171.800003,173.570007,1282500,173.570007
"219",174.789993,175.75,172.289993,172.929993,1390500,172.929993
"220",174.179993,176.070007,174.009995,175.160004,1355800,175.160004
"221",174.839996,176.169998,173.080002,174.100006,1378300,174.100006
"222",175.119995,175.919998,170.639999,171.410004,1296300,171.410004
"223",171.419998,173.279999,170.600006,172.179993,1408600,172.179993
"224",171.720001,175.860001,170.889999,174.830002,1678200,174.830002
"225",175.240005,175.630005,171.449997,172.779999,1457900,172.779999
"226",172.990005,174.399994,169.770004,171.559998,1345200,171.559998
"227",172.369995,173.589996,162.5,168.330002,5435300,168.330002
"228",169.809998,171.889999,161.809998,163.050003,4012300,163.050003
"229",161.589996,163.770004,158.25,159.899994,4320900,159.899994
"230",160.190002,160.729996,155.070007,159.570007,3648400,159.570007
"231",160.309998,160.679993,156.059998,159.059998,3807500,159.059998
"232",158.740005,158.740005,152.869995,152.990005,2873100,152.990005
"233",153,155.479996,152.029999,154.539993,1971200,154.539993
"234",156.460007,156.490005,150.970001,151.889999,1695100,151.889999
"235",151.839996,154.649994,150.029999,153.240005,2989300,153.240005
"236",152.75,155.360001,151.210007,154.669998,1997400,154.669998
"237",154.740005,158.080002,154.119995,157.679993,2071400,157.679993
"238",155.610001,156.199997,152.440002,152.970001,1898800,152.970001
"239",153.789993,153.960007,150.740005,152.020004,1698900,152.020004
"240",153.240005,156.330002,153.149994,156,1740700,156
"241",154.740005,156.149994,153.889999,154.869995,1322900,154.869995
"242",153.25,154.860001,152.220001,153.199997,1984000,153.199997
"243",152.690002,153.720001,150.039993,151.529999,1375800,151.529999
"244",151.229996,151.610001,147.380005,148.690002,2023200,148.690002
"245",149,150.309998,147.820007,147.830002,1489400,147.830002
"246",147.940002,150,147.600006,149.770004,1703400,149.770004
"247",150.539993,154.869995,148.100006,153.490005,2389100,153.490005
"248",153,154.229996,150.5,150.919998,2092400,150.919998
"249",149.570007,150.699997,148.289993,148.690002,1247100,148.690002
"250",147.610001,153.509995,147.610001,151.509995,1694600,151.509995
"251",150.75,152.850006,148.520004,148.940002,1424600,148.940002
"252",150.699997,152.130005,148.75,148.770004,1111100,148.770004
"253",150.419998,151.350006,149.119995,150.800003,1492800,150.800003
