"","DOW.Open","DOW.High","DOW.Low","DOW.Close","DOW.Volume","DOW.Adjusted"
"37",52.119999,52.119999,51,51.07,8559600,49.412591
"38",51.200001,51.25,50.349998,50.970001,7002000,49.315838
"39",51.189999,51.830002,50.790001,51.68,6038600,50.002795
"40",51.450001,51.82,50.93,51.099998,6316400,49.441617
"41",50.709999,51.549999,50.34,51.490002,10625900,49.818963
"42",51.740002,52.130001,51.189999,51.32,5933400,49.654478
"43",51.369999,52.299999,51.240002,52.279999,7602700,50.583322
"44",52.439999,52.799999,51.790001,51.799999,5428800,50.1189
"45",51.799999,52,51.41,51.799999,4255200,50.1189
"46",52.049999,52.669998,51.990002,52.5,3929300,50.796183
"47",52.560001,52.669998,52.060001,52.130001,5175600,50.438192
"48",52.200001,52.52,51.650002,52.02,7730000,50.331761
"49",52.34,52.889999,52.209999,52.880001,5434100,51.163852
"50",52.990002,53.200001,52.849998,53.080002,3642700,51.357362
"51",53.009998,53.400002,52.970001,53.299999,3712300,51.570219
"52",53.330002,53.470001,53.049999,53.07,3637800,51.347684
"53",53,53.27,52.849998,53.110001,3351900,51.386387
"54",53.189999,53.400002,53,53.130001,2900700,51.405738
"55",53.130001,53.279999,52.919998,53.099998,3683700,51.376709
"56",53.279999,53.93,53.09,53.639999,6567200,51.899185
"57",53.529999,53.82,53.23,53.639999,4923900,51.899185
"58",53.77,53.869999,53.490002,53.549999,4223700,51.812106
"59",53.560001,53.639999,53.25,53.549999,4842200,51.812106
"60",53.700001,54.25,53.650002,53.900002,7804000,52.150749
"61",53.970001,54.970001,53.869999,54.290001,10109200,52.528092
"62",54.310001,54.919998,54.200001,54.799999,10364400,53.021539
"63",54.77,54.939999,54.259998,54.310001,6391500,52.547443
"64",54.299999,54.299999,53.369999,53.459999,6089800,51.725027
"65",53.34,53.459999,52.990002,53.360001,7230800,51.628273
"66",52.900002,53.040001,52.369999,52.880001,9608900,51.163852
"67",53.040001,53.400002,52.380001,52.669998,7772100,50.960664
"68",52.700001,53.290001,52.43,53.040001,6778300,51.318659
"69",53.029999,53.799999,53,53.48,7815000,51.744378
"70",53.91,54.5,53.700001,54.150002,14674400,52.392636
"71",54.470001,54.580002,53.57,53.59,8739000,51.850809
"72",53.919998,54.330002,53.349998,53.490002,19782600,51.754056
"73",53.299999,53.650002,52.75,52.860001,8162200,51.1445
"74",52.75,53.349998,52.75,52.790001,6168000,51.076772
"75",53.009998,53.740002,52.889999,53.52,8835200,51.783081
"76",53.48,53.669998,52.830002,53.130001,9506300,51.405738
"77",52.779999,53.669998,52.779999,53.57,10304300,52.194944
"78",53.099998,53.630001,52.830002,53.419998,6773800,52.048793
"79",53.34,53.799999,52.439999,52.439999,13830300,51.093949
"80",52.240002,52.299999,50.279999,50.450001,14802600,49.155031
"81",49.599998,50.57,48.509998,50.419998,13720000,49.125798
"82",50.580002,51.009998,50.450001,50.619999,7424500,49.320665
"83",50.970001,51.09,50.360001,50.5,6390500,49.203747
"84",50.299999,50.360001,49.48,49.5,7290500,48.229415
"85",49.360001,50.049999,48.540001,50,14719500,48.716581
"86",49.990002,50.099998,47.57,48.23,17857100,46.992013
"87",47.18,48.150002,46.540001,47.57,17910000,46.348955
"88",47.439999,47.77,44.77,44.889999,22660700,43.737746
"89",45.130001,45.720001,43.77,43.93,29068900,42.802388
"90",43.029999,44.240002,41.450001,44.09,29099400,42.958281
"91",43.25,45.02,42.959999,44.759998,16287100,43.611082
"92",45.459999,46.689999,45.41,46.049999,18513100,44.86797
"93",46.150002,46.740002,46.049999,46.509998,8238500,45.316162
"94",47.099998,48.52,47.02,48.209999,18560000,46.972526
"95",50.060001,50.189999,47.5,47.610001,18448200,46.387929
"96",48.77,48.950001,47.400002,47.68,13676100,46.456132
"97",47.630001,48.220001,46.970001,48.209999,10564600,46.972526
"98",47.549999,47.740002,46.279999,46.490002,18949000,45.296679
"99",47.27,48,47.09,47.98,11217600,46.748431
"100",47.950001,48.099998,46.799999,47.380001,18309800,46.163833
"101",47.419998,48.66,47.18,48.25,8948500,47.011501
"102",48.75,49.439999,48.439999,49.400002,11397600,48.131983
"103",49.299999,49.950001,48.98,49.130001,8698000,47.868913
"104",48.75,49.220001,47.509998,47.580002,12082600,46.3587
"105",48.189999,49.200001,47.919998,49.16,8465100,47.898142
"106",49.119999,49.900002,48.860001,49.810001,12584200,48.531459
"107",49.84,50.130001,49.299999,49.5,6675500,48.229415
"108",49.57,49.84,49.169998,49.48,6965000,48.209928
"109",49.549999,49.990002,49.209999,49.52,5204300,48.248902
"110",50.27,50.970001,49.689999,49.900002,12597500,48.619149
"111",50.380001,51.349998,49.16,49.959999,16645300,48.677607
"112",50.540001,51.509998,50.259998,51.369999,14319600,50.051414
"113",51.389999,51.439999,50.75,51.119999,5915100,49.807831
"114",51.09,52.18,50.93,52.07,13732800,50.733447
"115",52.110001,52.400002,51.290001,51.48,7494700,50.158591
"116",51,51.549999,50.630001,51.48,6438900,50.158591
"117",53.279999,53.799999,52.310001,52.84,14188300,51.483683
"118",52.490002,52.799999,52.099998,52.259998,10190600,50.918569
"119",52.360001,52.48,51.389999,51.389999,7953500,50.070901
"120",51.389999,51.790001,50.939999,51.759998,5730000,50.431403
"121",50.18,50.25,48.48,48.669998,13310500,47.420718
"122",48.349998,48.98,47.360001,48.119999,12783600,46.884836
"123",48.139999,49,48.099998,48.810001,8861700,47.557128
"124",48.830002,49.669998,48.740002,49.419998,8070500,48.151467
"125",49.07,49.900002,49.040001,49.77,5076500,48.492485
"126",50.040001,50.779999,49.959999,50.16,8608600,48.872474
"127",50.07,50.23,48.119999,48.380001,12484400,47.138165
"128",47.720001,48.240002,46.919998,48.18,10942900,46.943298
"129",47.639999,47.709999,45.919998,46.34,14102900,45.150527
"130",46.810001,46.889999,45.84,46.009998,8420400,44.828996
"131",45.700001,45.720001,43.099998,43.349998,22908800,42.237274
"132",43.610001,43.779999,42.849998,43.450001,15666500,42.33471
"133",43.119999,44.73,42.57,42.709999,16256700,41.613702
"134",43,44.93,42.849998,44.549999,17216000,43.406473
"135",45.950001,46.299999,44.639999,45.48,12511900,44.312602
"136",45.470001,46.099998,45.470001,45.84,12648900,44.663361
"137",46.040001,46.200001,45.200001,45.77,8695300,44.595159
"138",45.799999,46.18,45.669998,45.98,7052800,44.799767
"139",45.950001,46.16,45.75,46.009998,3418100,44.828996
"140",46.18,46.75,46,46.48,6336600,45.286933
"141",46.060001,46.400002,45.900002,46,5819700,45.227941
"142",45.849998,46.189999,45.610001,46.07,4451500,45.296766
"143",46.07,46.09,45.529999,45.610001,5929700,44.844487
"144",45.689999,46.040001,45.279999,45.59,6082800,44.824822
"145",45.139999,45.240002,43.959999,44.18,12123300,43.438488
"146",44.220001,44.299999,42.98,43.470001,11534800,42.740405
"147",44.049999,44.150002,43.240002,43.400002,9132500,42.671581
"148",44.119999,44.860001,43.849998,44.48,12182000,43.733452
"149",44.830002,45,44,44.41,6431700,43.664627
"150",44.380001,44.5,43.310001,44.150002,8210100,43.408993
"151",44.52,44.790001,43.110001,43.610001,10737400,42.878055
"152",43,43.740002,41.950001,43.43,12861400,42.701076
"153",43.43,44.259998,43.259998,43.310001,7716300,42.583091
"154",43.259998,44.830002,43.25,44.790001,9936300,44.03825
"155",45,45.029999,43.68,44.130001,8796700,43.389328
"156",43.950001,44.790001,43.650002,44.740002,7001700,43.98909
"157",44.98,45.470001,44.389999,45.360001,6231300,44.598683
"158",45.150002,45.330002,44.560001,44.57,7287900,43.821942
"159",44.43,44.59,43.919998,44.560001,11887900,43.812111
"160",43.799999,44.650002,43.310001,44.169998,7023800,43.428654
"161",44.240002,44.470001,42.91,43.029999,11385600,42.307788
"162",44.07,45.34,43.110001,45.009998,17682800,44.254555
"163",44.48,45.720001,44.139999,45.16,12216100,44.402039
"164",45.32,45.669998,44.43,45.220001,7874900,44.461034
"165",45.880001,47.049999,45.77,46.889999,10549300,46.103003
"166",46.529999,46.66,46,46.220001,6620300,45.44425
"167",46.59,48.02,46.470001,47.799999,15836400,46.997729
"168",48.02,48.5,47.849998,48.400002,8615400,47.587661
"169",48.209999,48.869999,48.200001,48.259998,9200900,47.450008
"170",48.5,48.630001,47.970001,48.5,6266900,47.685981
"171",48.209999,48.400002,47.77,48.080002,6281600,47.273032
"172",48.549999,49.459999,48.389999,49.150002,7004400,48.325073
"173",49.060001,49.810001,48.950001,49.439999,8249500,48.610203
"174",48.509998,49.75,48.509998,49.57,9006600,48.738022
"175",49.119999,49.700001,48.990002,49.41,6104700,48.580708
"176",48.91,49.880001,48.700001,49.68,7609900,48.846176
"177",49.560001,49.810001,48.959999,49.529999,6068700,48.698693
"178",49.200001,49.720001,49.110001,49.490002,7759500,48.659367
"179",49.700001,50.220001,49.599998,49.810001,12414200,48.973996
"180",49.849998,50.139999,49.580002,49.849998,5132200,49.013321
"181",49.599998,49.849998,49.040001,49.25,7216600,48.423393
"182",49.240002,49.66,49.099998,49.240002,6661700,48.413563
"183",49.240002,49.450001,48.900002,49.349998,5748500,48.521713
"184",49.130001,49.490002,48.93,49.25,4908900,48.423393
"185",49.110001,50.130001,48.849998,49.57,10630400,48.738022
"186",49.790001,49.869999,48.709999,48.889999,7875900,48.069435
"187",49.41,49.41,47.759998,47.939999,12678300,47.135379
"188",48.049999,48.380001,47.84,47.93,9569400,47.125548
"189",47.369999,47.650002,46.849998,47.110001,9115200,46.319311
"190",47.09,47.419998,46.700001,46.779999,7308200,45.994848
"191",47.029999,47.639999,46.880001,47.459999,7355700,46.663436
"192",47.150002,47.220001,46.720001,47.049999,6903700,46.260317
"193",47,47.09,46.380001,47.029999,7606900,46.240652
"194",46.75,46.849998,46.25,46.630001,6361500,45.847368
"195",46.290001,48.040001,45.93,47.540001,8784500,46.742095
"196",47.07,47.18,46.5,46.73,6600500,45.945688
"197",46.759998,47.580002,46.560001,47.290001,12337500,46.496291
"198",47.27,47.5,47.099998,47.23,5442400,46.437296
"199",47.099998,47.459999,46.740002,47.209999,5641600,46.417632
"200",47.490002,47.740002,46.82,46.830002,7082700,46.044012
"201",46.73,47.330002,46.619999,46.860001,7526100,46.073507
"202",48.41,48.84,47.73,47.759998,19924600,47.383087
"203",49,49.25,48.509998,48.68,11279700,48.295829
"204",48.66,48.66,47.860001,47.98,8167900,47.601352
"205",48.029999,48.099998,47.209999,47.900002,6856400,47.521986
"206",47.610001,48.389999,47.529999,48.240002,6064900,47.859302
"207",48.220001,49.220001,48.009998,48.68,7493600,48.295829
"208",48.580002,49.099998,48.439999,48.52,8280100,48.137092
"209",48.52,48.84,48.209999,48.369999,5596300,47.988274
"210",48.369999,49.130001,48.369999,48.740002,6168000,48.355357
"211",48.790001,48.990002,48.349998,48.389999,6918800,48.008116
"212",48.560001,48.580002,48.189999,48.27,5363600,47.889065
"213",48.41,48.990002,48.349998,48.830002,5311400,48.444646
"214",48.990002,50.43,48.990002,50.110001,14216000,49.714544
"215",49.889999,50.09,49.32,49.75,8359600,49.357384
"216",49.619999,49.91,49.330002,49.66,6087800,49.268094
"217",49.900002,50.200001,49.700001,50.09,8493900,49.694701
"218",50.09,50.18,49.220001,49.650002,7849800,49.258175
"219",49.5,50.259998,49.209999,50.02,9816900,49.625254
"220",50.849998,51.400002,50.110001,51,12445000,50.59752
"221",51.150002,51.43,50.689999,51.119999,7532600,50.716571
"222",51.400002,51.900002,51.200001,51.470001,7514600,51.063812
"223",51.310001,51.84,50.759998,51.82,8e+06,51.411048
"224",51.290001,51.919998,51.130001,51.610001,7482000,51.202706
"225",51.540001,51.669998,50.880001,51,7070100,50.59752
"226",51.259998,51.82,51.169998,51.689999,6372800,51.282073
"227",51.84,51.950001,51.599998,51.650002,4087800,51.242391
"228",51.849998,52.349998,51.189999,51.349998,7014400,50.944756
"229",51.73,51.91,50.540001,50.880001,8730800,50.478468
"230",50.68,50.77,50.299999,50.639999,5799600,50.24036
"231",51.209999,51.939999,51.209999,51.849998,8130400,51.44081
"232",51.82,51.98,51.439999,51.900002,8655300,51.490418
"233",51.52,51.59,50.849998,50.950001,6562300,50.547915
"234",50.959999,51.150002,50.540001,50.73,5904200,50.32965
"235",51.110001,51.380001,50.939999,51.240002,5055200,50.835627
"236",51.150002,51.52,50.77,51.509998,4100400,51.103493
"237",51.509998,51.59,50.98,51,4743900,50.59752
"238",50.93,51,50.450001,50.73,6195200,50.32965
"239",50.860001,51.419998,50.720001,51.040001,5270300,50.637205
"240",51.07,51.639999,50.860001,51.380001,4257300,50.974522
"241",51.16,51.41,50.959999,51.290001,2953900,50.885232
"242",50.98,51.200001,50.27,50.619999,6550800,50.220517
"243",50.599998,51.290001,50.490002,51.200001,9464500,50.795942
"244",51.209999,51.639999,51.009998,51.57,5238300,51.163021
"245",51.59,52.23,51.259998,52.07,10730300,51.659075
"246",52.07,52.34,51.48,52.259998,9787500,51.847574
"247",51.900002,52.709999,51.84,52.650002,7176500,52.2345
"248",52.73,53.380001,52.610001,53.009998,7066900,52.591655
"249",52.599998,53.389999,51.700001,53.049999,21244900,52.631341
"250",52.650002,52.82,51.939999,52.07,8140000,51.659075
"251",52.099998,52.099998,51.32,51.400002,7461300,50.994364
"252",51.560001,51.869999,51.34,51.52,4724900,51.113416
"253",51.900002,52.279999,51.860001,51.990002,9566700,51.579708
