"","FAST.Open","FAST.High","FAST.Low","FAST.Close","FAST.Volume","FAST.Adjusted"
"122",54.330002,55.619999,54.25,54.939999,2360000,24.868841
"123",54.740002,56.919998,54.740002,56.919998,2105000,25.765097
"124",56.779999,57.990002,56.509998,57.779999,2700800,26.154381
"125",57.889999,58.25,57.23,57.860001,1966000,26.190594
"126",58.610001,59.169998,58.360001,58.560001,2544600,26.507452
"127",58.450001,58.73,58.189999,58.52,1143800,26.489346
"128",58.529999,58.720001,58.029999,58.27,1431400,26.376182
"129",58.419998,59.349998,58.220001,59.169998,1273600,26.78357
"130",59.32,59.360001,58.509998,58.880001,1695200,26.652302
"131",59,59.400002,58.59,58.990002,1286000,26.702094
"132",59.07,59.990002,58.919998,59.139999,1459800,26.769991
"133",59.07,59.509998,58.790001,59.18,1924000,26.788098
"134",59.529999,59.939999,59.25,59.540001,3075800,26.951054
"135",59.900002,59.93,59.389999,59.59,1170600,26.973686
"136",59.880001,60.049999,59.560001,59.869999,1399200,27.100429
"137",59.900002,60.150002,59.459999,59.599998,134000,26.978212
"138",59.400002,59.77,59.209999,59.470001,574400,26.919368
"139",59.119999,59.93,58.5,59.73,1046400,27.037057
"140",59.689999,59.849998,59.419998,59.66,865600,27.005372
"141",59.619999,60.25,59.509998,59.98,852000,27.150221
"142",59.919998,60.389999,59.630001,60.110001,1115400,27.209066
"143",60.009998,60.34,59.509998,59.91,1012000,27.118535
"144",60.549999,61.529999,60.5,60.849998,1897800,27.54403
"145",60.75,60.790001,59.209999,59.82,3039800,27.077796
"146",59.599998,60.900002,59.490002,60.080002,1621200,27.195487
"147",60,60.07,59.23,59.369999,1566400,26.874101
"148",59.599998,59.869999,58.849998,59.279999,1393000,26.833362
"149",58.900002,59.349998,58.419998,59.220001,958000,26.806204
"150",59.439999,59.990002,58.900002,59.400002,1907000,26.887682
"151",59.919998,60,58.43,58.779999,2270000,26.607035
"152",58.779999,59,58.34,58.810001,2863800,26.620616
"153",58.630001,59.93,58.630001,59.889999,1671600,27.109482
"154",58.919998,61.18,58.27,60.950001,4198600,27.589296
"155",59.540001,60.119999,58.799999,59.759998,2765600,27.050636
"156",59.84,60.220001,59.549999,59.880001,1910000,27.104956
"157",60.139999,60.360001,59.18,59.509998,1575200,26.937473
"158",59.470001,60.099998,59.299999,60,1126600,27.159274
"159",59.34,59.66,58.470001,59.240002,1872600,26.815258
"160",59.220001,59.779999,58.860001,59.470001,1383600,26.919368
"161",59.299999,60.07,59.049999,60.009998,1635400,27.1638
"162",60.25,60.290001,57.610001,57.759998,2662200,26.145327
"163",57.830002,58.389999,57.68,58.060001,2308600,26.281125
"164",58.389999,59.700001,58.16,59.48,1807600,26.923894
"165",59.25,59.77,58.82,58.950001,1308400,26.683987
"166",58.740002,60.540001,58.740002,60.389999,1833200,27.335809
"167",60.5,61.82,60.369999,61.580002,1888000,27.874469
"168",61.73,62.169998,61.43,61.98,1830400,28.05553
"169",62.139999,62.57,62.080002,62.540001,1363200,28.309017
"170",62.470001,62.919998,62.18,62.68,1022800,28.372389
"171",62.389999,63.490002,62.389999,63.41,1308800,28.702826
"172",62.669998,63.360001,62.279999,63.360001,1081600,28.908139
"173",63.400002,63.439999,62.810001,63.09,2036000,28.784951
"174",62.889999,63.099998,62.669998,62.849998,706400,28.675449
"175",63.07,63.560001,62.759998,63.16,1581000,28.816888
"176",62.98,63.369999,62.810001,63.09,1328800,28.784951
"177",63.150002,63.740002,62.73,63.700001,1689000,29.063265
"178",62.990002,63.73,62.029999,62.18,1725600,28.369761
"179",62.23,62.330002,60.310001,60.959999,1918000,27.813133
"180",60.900002,61.549999,60.049999,60.849998,1457600,27.762945
"181",61.240002,61.560001,60.959999,61.509998,958400,28.064071
"182",61.709999,62.259998,61.509998,62.130001,1334000,28.346949
"183",62.16,62.41,60.049999,60.57,2573000,27.635195
"184",60.529999,61.150002,60.130001,60.59,1454200,27.64432
"185",61.349998,62.82,61.32,62.349998,1668600,28.447323
"186",62.130001,62.490002,61.25,61.849998,1207000,28.219197
"187",62.299999,62.419998,60.549999,61.259998,1180200,27.950008
"188",61.330002,62.68,61.029999,62.439999,1231600,28.488386
"189",62.130001,62.84,61.529999,62.77,1025400,28.63895
"190",61.860001,62.200001,61.299999,61.59,1686600,28.100572
"191",61.490002,62.040001,61.02,61.82,1180400,28.20551
"192",61.330002,61.790001,60.490002,61.25,1284200,27.945446
"193",59.41,60.900002,59.169998,60.509998,2266000,27.607819
"194",60.150002,60.16,59,59.540001,2771600,27.165256
"195",60.41,60.93,59.990002,60.48,1969600,27.594132
"196",61.279999,61.759998,60.77,60.93,2022800,27.799446
"197",61.799999,62.360001,61.509998,61.970001,985600,28.273949
"198",61.91,61.990002,61.52,61.740002,1282800,28.169011
"199",61.630001,62.369999,61.169998,62.279999,1038800,28.415386
"200",62.52,63.150002,61.970001,62.919998,1479800,28.707387
"201",63.189999,63.779999,62.740002,63.209999,1459400,28.8397
"202",63.34,63.779999,63.099998,63.16,1209000,28.816888
"203",63.07,64.120003,62.689999,63.970001,1481400,29.186453
"204",64.5,64.709999,64.32,64.489998,1407200,29.423703
"205",64.330002,64.879997,64.160004,64.830002,1230800,29.57883
"206",65.059998,66.150002,64.949997,65.849998,2368600,30.044206
"207",65.839996,66.120003,65.379997,66.120003,1409200,30.167396
"208",65.830002,66.790001,65.809998,66.739998,2332400,30.45027
"209",67.57,69.75,67.57,68.610001,3866400,31.303463
"210",68.449997,68.910004,67.730003,67.82,2980200,30.943023
"211",68.019997,68.25,66.68,67.330002,2854600,30.719461
"212",67.599998,67.93,67.110001,67.5,2812800,30.797023
"213",66.379997,67.230003,64.029999,64.540001,4703200,29.446517
"214",65.019997,65.949997,64.040001,64.669998,2948200,29.625173
"215",64.300003,65.239998,64.07,65.029999,1520600,29.790089
"216",65.419998,65.419998,64.459999,64.949997,2056000,29.75344
"217",63.75,64.290001,63.27,63.740002,1972000,29.199144
"218",64.160004,64.160004,63.16,63.560001,1615200,29.116686
"219",64.370003,65.440002,64.360001,64.839996,2315200,29.703049
"220",65.169998,65.75,65.110001,65.540001,1337800,30.02372
"221",65.900002,65.980003,65.150002,65.300003,1031600,29.913777
"222",65.760002,66.349998,65.510002,66.110001,1246000,30.284835
"223",66.129997,67.309998,65.949997,67.269997,1786600,30.816226
"224",67.540001,67.709999,66.629997,67.099998,1234800,30.738351
"225",67.230003,67.660004,67.029999,67.089996,2156000,30.733769
"226",67.139999,67.57,66.370003,66.889999,1551600,30.642151
"227",66.779999,67.220001,65.739998,66.25,1359600,30.348968
"228",66.089996,66.470001,65.510002,66.220001,2212400,30.335226
"229",65.910004,67.129997,65.389999,65.919998,1903000,30.197795
"230",66.669998,67.410004,66.089996,66.360001,1774200,30.399359
"231",66.419998,67.529999,66.339996,66.779999,1123200,30.59176
"232",67.139999,67.5,66.809998,67.330002,1144800,30.843715
"233",67.349998,67.480003,65.610001,66.379997,1752400,30.40852
"234",66.290001,67.150002,65.830002,67.040001,1064000,30.710866
"235",67.099998,67.209999,65.93,66.610001,1320000,30.513884
"236",66.209999,66.589996,66.050003,66.290001,1590600,30.367293
"237",66.089996,66.279999,65.25,65.739998,1164200,30.115338
"238",65.660004,66.529999,65.410004,66.339996,1017800,30.390196
"239",66.790001,67.029999,65.980003,66.339996,1079800,30.390196
"240",66.330002,66.330002,65.139999,65.709999,2046000,30.101595
"241",32.619999,32.98,32.02,32.400002,1400000,29.684728
"242",32.549999,32.709999,32.130001,32.32,1017500,29.611431
"243",32.299999,33.09,32.110001,32.93,1371900,30.170311
"244",32.720001,33.169998,32.529999,33.02,1205700,30.252768
"245",32.93,33.23,32.779999,32.849998,1156500,30.097013
"246",33.27,33.32,32.619999,33.18,2760400,30.399359
"247",33.110001,33.16,31.67,31.690001,1746500,29.034229
"248",31.629999,31.950001,31.5,31.809999,1790700,29.144171
"249",31.370001,32.029999,31.24,31.360001,2156200,28.731884
"250",31.209999,31.629999,31.190001,31.379999,1212000,28.750207
"251",31.530001,31.74,31.309999,31.379999,1179000,28.750207
"252",31.290001,31.459999,31.15,31.26,1134500,28.640264
"253",31.34,31.51,31.129999,31.34,1075000,28.71356
"254",31.290001,31.379999,30.93,30.969999,1110600,28.374567
"255",31.09,31.469999,31,31.309999,1580900,28.686074
"256",31.58,32.330002,31.450001,32.259998,1357600,29.556458
"257",31.9,32.32,31.74,31.84,1725900,29.171658
"258",31.85,32.57,31.700001,32.459999,2705700,29.739698
"259",33.040001,33.080002,32.650002,32.810001,2876400,30.060368
"260",32.66,33.290001,32.66,33.09,1112200,30.316902
"261",33.240002,33.84,33.09,33.82,1362100,30.985724
"262",33.740002,34,33.5,33.529999,1225200,30.720026
"263",33.07,33.77,32.880001,33.700001,1476100,30.875781
"264",33.75,33.93,33.02,33.419998,2883100,30.619244
"265",33.32,34.279999,33.080002,34.25,2317600,31.379688
"266",34.43,35.689999,34.369999,35.630001,3995700,32.644039
"267",35.970001,36.220001,35.439999,36.009998,3033600,32.99219
"268",35.91,36.419998,35.849998,35.990002,3429300,32.973869
"269",36.040001,36.709999,36,36.650002,2942100,33.578558
"270",36.700001,36.73,36.310001,36.59,1957300,33.523585
"271",36.599998,36.73,36.349998,36.470001,2648700,33.413643
"272",36.32,36.799999,36.209999,36.549999,3054500,33.486937
"273",36.150002,36.669998,35.990002,36.630001,1913400,33.560234
"274",36.200001,36.330002,35.720001,36,2733300,32.98303
"275",35.73,35.990002,34.400002,34.48,5137600,31.590413
"276",34.900002,35.099998,34.32,34.5,3077400,31.608737
"277",34.720001,34.93,34.119999,34.240002,2058000,31.370528
"278",34.360001,34.560001,34.02,34.299999,1446000,31.425497
"279",34.130001,34.16,33.41,33.619999,1615000,30.802484
"280",33.959999,34.439999,33.849998,34.439999,1902700,31.553764
"281",34.389999,34.41,34.029999,34.18,1519000,31.315555
"282",34.049999,34.869999,34.049999,34.470001,1665800,31.701827
"283",34.43,34.540001,34.099998,34.25,1139300,31.499493
"284",34.040001,34.419998,33.889999,34.32,1633600,31.563871
"285",34.290001,34.290001,33.610001,33.830002,1591900,31.113224
"286",33.68,33.779999,32.869999,33.27,3278400,30.598194
"287",33.240002,34.290001,33.220001,33.860001,2977600,31.140813
"288",33.5,34.040001,33.16,33.650002,1869800,30.947679
"289",34.080002,34.169998,32.619999,32.919998,2707900,30.276299
"290",32.66,32.91,31.540001,31.549999,3415600,29.016321
"291",31.52,32.689999,30.780001,32.560001,4293800,29.945213
"292",32.09,32.490002,31.26,31.27,4208700,28.758808
"293",31.76,32.25,30.780001,31.59,6020200,29.053109
"294",30.860001,31.309999,29.41,29.469999,5187000,27.103359
"295",30.18,31.33,29.139999,31.27,4732300,28.758808
"296",30.68,31.129999,29.93,29.959999,4327000,27.554008
"297",30.16,32.200001,30.07,31.709999,3261600,29.163472
"298",31.959999,32.52,31.549999,32.349998,2412900,29.752075
"299",32.48,32.77,32.02,32.77,2126800,30.138348
"300",32.59,32.959999,32.07,32.5,2455600,29.89003
"301",32.650002,32.810001,31.65,32.029999,1996200,29.457773
"302",31.09,31.18,29.700001,29.969999,3846100,27.563206
"303",29.559999,30.67,29.549999,29.860001,3279000,27.46204
"304",30.51,30.67,29.879999,30.110001,2137700,27.691964
"305",30.209999,31.25,30.07,31.23,2516500,28.722019
"306",31.07,31.73,30.860001,31.67,2301200,29.126685
"307",31.91,32,30.82,30.940001,1859500,28.455309
"308",30.809999,32.200001,30.389999,32.169998,2373700,29.58653
"309",32.91,33.02,32.450001,33.009998,1575600,30.359072
"310",32.849998,33.720001,32.75,33.490002,1821800,30.800528
"311",33.650002,34.330002,33.060001,33.470001,3020100,30.782134
"312",33.5,33.950001,32.900002,32.959999,2238700,30.313088
"313",32.18,32.599998,31.889999,32.060001,1596500,29.485366
"314",31.1,32.299999,30.66,32.220001,2494500,29.632517
"315",32.669998,33.09,32.189999,33.060001,2537000,30.405059
"316",32.950001,33.189999,32.48,32.66,1496100,30.037181
"317",32.27,32.639999,31.879999,32.310001,2749000,29.71529
"318",31.76,32.849998,31.76,32.799999,2418400,30.165937
"319",32.919998,34.419998,32.549999,34.349998,4048800,31.591461
"320",34.490002,35.59,34,35.18,5100200,32.354808
"321",35.700001,35.939999,35.130001,35.900002,3262200,33.016988
"322",36.040001,36.709999,35.68,36.310001,4354500,33.394063
"323",35.91,36.799999,35.470001,36.490002,3017600,33.559608
"324",36.639999,37.779999,36.310001,36.619999,3658300,33.679165
"325",36.619999,37,35.84,35.860001,2855200,32.9802
"326",34.970001,35.490002,34.060001,34.48,4677000,31.711022
"327",34.259998,34.860001,34.139999,34.450001,2453700,31.683433
"328",34.82,34.93,33.900002,34.93,2599700,32.124885
"329",35.700001,35.959999,34.950001,35.169998,3756600,32.345609
"330",35.389999,35.639999,34.200001,34.23,2556600,31.481099
"331",34.959999,35.200001,33.380001,34.18,2728500,31.435115
"332",33.830002,34.119999,33.279999,33.279999,2978500,30.60739
"333",32.900002,33.43,32.209999,32.23,4167000,29.641712
"334",31.870001,33.52,31.24,33.450001,4104900,30.763739
"335",33.450001,34.23,32.98,34.119999,2525400,31.379932
"336",33.639999,34.189999,33.150002,34.110001,3806400,31.370737
"337",34.040001,34.200001,33.490002,33.549999,3537300,30.855707
"338",34.279999,34.880001,34.139999,34.799999,2201300,32.005324
"339",34.77,35.07,34.509998,34.759998,2293100,31.968535
"340",34.98,35.259998,34.59,34.619999,4615300,31.839779
"341",34.380001,34.450001,32.259998,33.700001,4387000,30.993663
"342",33.959999,34,32.880001,33.400002,3003500,30.717755
"343",33.299999,33.700001,33.139999,33.380001,2172400,30.699361
"344",33.5,34.450001,33.279999,34.189999,2496400,31.44431
"345",34.139999,34.84,33.970001,34.09,2453900,31.352342
"346",34.240002,34.849998,33.990002,34.619999,2556100,31.839779
"347",35.029999,35.66,34.84,35.509998,2494200,32.658305
"348",35.459999,36.439999,35.459999,36.25,2144400,33.47084
"349",36.07,36.290001,35.580002,35.869999,2346200,33.119973
"350",36.279999,36.59,35.459999,35.889999,2361400,33.13844
"351",36.779999,38.970001,36.779999,38.34,5144300,35.400608
"352",39.139999,39.139999,37.93,38.619999,2769200,35.65914
"353",38.040001,39.110001,37.889999,38.09,3231900,35.169774
"354",37.169998,37.950001,36.759998,37.200001,3204600,34.348008
"355",37.619999,38.470001,37.470001,38.259998,2682200,35.326739
"356",38.59,40.200001,38.57,40.130001,4261200,37.053375
"357",39.82,40.48,39.470001,40.27,2289800,37.182642
"358",40.130001,40.549999,39.400002,39.759998,2517300,36.711739
"359",40.169998,40.669998,39.700001,40.599998,2087600,37.48734
"360",39.470001,40.27,39.25,39.349998,2482400,36.333173
"361",39.91,40.5,39.68,40.16,1588100,37.081074
"362",40.700001,41.380001,40.52,41.18,1813800,38.022875
"363",40.970001,41.5,40.779999,41.23,1458400,38.069041
"364",41.09,41.650002,40.77,41.459999,1488900,38.281407
"365",40.970001,41.540001,40.709999,40.790001,2430400,37.662775
"366",40.599998,40.959999,39.799999,40,2545600,36.933341
"367",39.950001,40.23,39.77,40.040001,1851800,36.970275
"368",39.720001,39.919998,39.150002,39.400002,2182000,36.379342
"369",39.529999,39.82,39.130001,39.389999,1585600,36.370107
"370",39.09,39.279999,38.57,38.630001,1520900,35.668375
"371",38.349998,38.950001,38.23,38.419998,542500,35.474472
"372",39.630001,39.959999,39.240002,39.849998,1322600,36.79484
"373",39.900002,40.450001,39.650002,40.150002,2065400,37.071842
"374",41.279999,42.16,41.080002,41.650002,2992000,38.456843
"375",41.799999,42.34,41.419998,41.77,1410900,38.567642
"376",42.119999,42.450001,41.5,41.599998,1960600,38.410673
"377",42.349998,42.650002,42.099998,42.549999,3336900,39.287841
"378",42.75,43.040001,42.450001,42.529999,2354500,39.269374
"379",41.84,42,41.360001,41.599998,2843200,38.410673
"380",40.919998,41.779999,40.919998,41.099998,2953900,37.949006
"381",41.470001,42.27,41.310001,42.049999,1901100,38.826174
"382",41.540001,41.639999,40.619999,41.029999,2355900,37.884373
"383",41.34,41.529999,40.16,40.369999,1982900,37.274973
"384",40.25,40.490002,39.959999,40.290001,1998700,37.201109
"385",40.68,40.990002,40.290001,40.759998,1484400,37.635073
"386",41.18,42.080002,40.950001,41.419998,2874400,38.244473
"387",42.110001,42.259998,41.34,41.5,1370400,38.318341
"388",42.189999,43.41,42.060001,43.23,2274500,39.915708
"389",43.25,43.450001,42.740002,43.119999,1786400,39.814141
"390",43.110001,43.299999,42.68,42.860001,1172200,39.574075
"391",42.91,43.689999,42.849998,43.689999,780700,40.34044
"392",43.700001,44.07,43.32,43.880001,818300,40.515876
"393",43.98,44.279999,43.490002,43.75,1607100,40.395842
"394",43.860001,44.400002,43.84,44.32,1121200,40.922142
"395",44.23,44.310001,43.59,43.610001,1076800,40.266576
"396",44.689999,44.93,43.439999,43.759998,2592800,40.405074
"397",43.709999,44.41,43.25,44.360001,2285700,40.959076
"398",44.299999,45.16,43.82,45.130001,1753200,41.670043
"399",45.189999,45.439999,44.77,45.209999,1861200,41.743908
"400",45.25,45.419998,44.900002,45.169998,2040400,41.706974
"401",45.509998,45.810001,44.43,45.009998,2669900,41.55924
"402",45.009998,45.41,44.75,45.220001,1595700,41.753143
"403",45.400002,46.09,45.279999,45.860001,3169600,42.344076
"404",45.650002,46.66,45.389999,46.59,2814900,43.018109
"405",47.25,47.59,46.540001,46.790001,3592500,43.202777
"406",45.400002,46.110001,44.790001,45.529999,5254900,42.039374
"407",45.799999,45.990002,45.389999,45.740002,3524000,42.233277
"408",45.610001,45.98,45.380001,45.860001,2966400,42.344076
"409",45.869999,46.990002,45.810001,46.07,2987700,42.537975
"410",46.080002,46.869999,45.810001,46.860001,1861300,43.26741
"411",46.740002,46.869999,46.02,46.740002,2456500,43.156611
"412",47.119999,47.18,46.529999,46.779999,1755500,43.193541
"413",46.66,46.959999,46.360001,46.689999,1539200,43.110441
"414",46.18,46.830002,45.869999,46.630001,1450000,43.21238
"415",46.889999,47.07,46.48,46.68,1955400,43.258715
"416",47.209999,47.400002,47,47.07,1936400,43.62013
"417",47.16,47.389999,46.849998,46.970001,1465600,43.527461
"418",47.610001,48.32,47.459999,48.299999,2464400,44.75998
"419",48.240002,48.560001,47.84,48.060001,1447600,44.537573
"420",47.82,48.299999,47.419998,48.080002,2915300,44.556107
"421",48.130001,48.869999,47.869999,48.830002,2565300,45.251138
"422",48.900002,48.959999,47.810001,48.209999,2139500,44.676577
"423",47.919998,48.470001,47.59,48.419998,1757800,44.871184
"424",48.950001,50.630001,48.860001,50.580002,3188600,46.872876
"425",50.529999,51.580002,50.5,51.240002,3378700,47.484503
"426",51.57,51.599998,50.509998,50.630001,2137700,46.919211
"427",50.630001,51.369999,50.599998,50.82,1575300,47.095284
"428",50.810001,51.150002,50.540001,50.73,2280600,47.01188
"429",50.849998,51.060001,50.349998,50.849998,1357200,47.123084
"430",50.919998,51.32,50.689999,51.290001,1502800,47.530838
"431",51.09,51.970001,51.09,51.93,1614100,48.12393
"432",52.099998,52.25,51.919998,51.970001,1383400,48.161
"433",51.93,52.790001,51.900002,52.43,2435000,48.587284
"434",52.619999,52.650002,52.130001,52.34,2355400,48.50388
"435",52.41,52.82,52.169998,52.68,1668500,48.818961
"436",52.91,53.009998,52.360001,52.93,1988800,49.050638
"437",52.91,53.150002,52.630001,53.099998,1436700,49.208177
"438",53.130001,53.560001,52.880001,53.349998,2127000,49.439854
"439",52.98,53.09,51.810001,52.169998,3128000,48.346338
"440",52.209999,52.91,52.080002,52.75,1610000,48.88383
"441",53.209999,53.34,52.650002,52.779999,2650600,48.91163
"442",52.970001,53.150002,52.439999,52.880001,2353700,49.004303
"443",52.990002,53.099998,52.75,52.830002,1243100,48.957969
"444",53,53.330002,52.470001,53.290001,2245700,49.384253
"445",53.43,53.599998,52.52,52.830002,1780800,48.957969
"446",52.830002,52.900002,51.970001,52.549999,2540400,48.698488
"447",52.419998,52.75,52.139999,52.220001,3181000,48.392676
"448",52.049999,52.139999,51.529999,52.009998,2394400,48.198065
"449",51.84,53.009998,51.380001,52.860001,2038700,48.985769
"450",52.860001,54.240002,52.860001,53.93,2529100,49.977346
"451",53.709999,53.98,53.240002,53.709999,1980500,49.773469
"452",53.77,53.950001,53.150002,53.639999,1652500,49.7086
"453",54.07,54.720001,54.07,54.57,1922600,50.570438
"454",54.709999,55.049999,54.48,54.59,1447300,50.588973
