"","PX.Open","PX.High","PX.Low","PX.Close","PX.Volume","PX.Adjusted"
"112",90.309998,91.18,90.040001,90.400002,1708100,82.011246
"113",90.660004,91.169998,90.150002,90.309998,1213500,81.929594
"114",91.25,92.650002,91.18,91.870003,1116000,83.344837
"115",91.980003,92.690002,91.800003,92.489998,1599900,83.907299
"116",92.239998,92.309998,91,92,1091600,83.462771
"117",91.07,91.559998,90.389999,91.160004,1388400,82.700723
"118",91.5,92.690002,90.959999,92.650002,975600,84.052455
"119",91.900002,92.690002,91.650002,92.050003,596100,83.508134
"120",91.790001,92.139999,90.040001,91.919998,1155000,83.390193
"121",91.129997,92.470001,90.82,92.050003,1257500,83.508134
"122",93.010002,93.610001,92.010002,93.510002,1873900,84.832651
"123",93.389999,94.449997,93.150002,94.43,1612900,85.667277
"124",93.599998,94.379997,93.089996,94.199997,1090100,85.867815
"125",93.440002,94.269997,92.910004,93.800003,913700,85.503201
"126",94.540001,94.879997,93.43,94.080002,1599900,85.758434
"127",94.349998,94.489998,93.080002,93.550003,1149600,85.275314
"128",94.07,94.199997,93.300003,93.720001,1280000,85.430276
"129",93.93,94,93.019997,93.389999,1234700,85.129463
"130",93.720001,94.099998,93.089996,93.370003,1405900,85.111235
"131",93.059998,93.120003,92.199997,92.57,1553100,84.381994
"132",92.099998,93.510002,92,93.089996,1642800,84.855996
"133",93.870003,93.940002,92.620003,93.860001,1297200,85.557892
"134",93.769997,94.029999,93.029999,93.519997,1813300,85.247962
"135",93.650002,94.959999,93.330002,94.790001,1391000,86.405632
"136",95,96.339996,94.739998,95.970001,1512700,87.481259
"137",96.169998,96.169998,95.209999,95.650002,931000,87.189564
"138",95.489998,95.959999,95.269997,95.510002,640100,87.061947
"139",95.339996,95.709999,94.93,95.379997,398400,86.943442
"140",95.5,95.760002,94.879997,95.610001,526000,87.153101
"141",95.849998,96.199997,95.650002,95.93,691200,87.444796
"142",95.739998,95.809998,94.709999,94.849998,2364300,86.460323
"143",94.889999,95.730003,94.760002,95.470001,1069600,87.025485
"144",95.989998,95.989998,95.099998,95.220001,1529600,86.797598
"145",95.790001,95.910004,93.839996,94.559998,1475600,86.195973
"146",94.07,94.599998,93.919998,94.489998,1239000,86.132165
"147",94.32,94.349998,92.879997,93.050003,1746900,84.81954
"148",93.18,94.449997,93.040001,94.290001,2237500,85.949858
"149",93.360001,93.5,93,93.18,2054400,84.938039
"150",93.360001,93.489998,92.790001,93.300003,1414200,85.047427
"151",94.059998,94.110001,93.43,93.720001,1271500,85.430276
"152",93.900002,93.989998,92.550003,92.900002,1774600,84.682807
"153",92.75,93.120003,92.190002,92.989998,2014600,84.764843
"154",93.07,93.849998,92.870003,93.440002,1144200,85.175044
"155",93.510002,93.639999,92.080002,92.279999,1439700,84.117645
"156",92.300003,92.5,91.07,91.18,1518900,83.114943
"157",91.709999,92.150002,90.949997,91.040001,1578200,82.987327
"158",90.32,91.550003,90.040001,91.440002,1302800,83.351948
"159",91.080002,91.309998,90.57,91.239998,1876600,83.169634
"160",91.260002,91.980003,90.529999,91.489998,2221200,83.397521
"161",91.139999,91.93,90.870003,91.910004,1363500,83.780376
"162",91.919998,92.610001,90.610001,90.870003,1505000,82.832366
"163",91.010002,93.040001,91.010002,93.040001,1834600,84.810423
"164",93.459999,95.279999,93.43,95.279999,1712200,86.852288
"165",94.75,95.129997,94.18,95.019997,1583500,86.615284
"166",94.779999,95.059998,94.080002,94.82,1393900,86.432977
"167",94.900002,95.239998,94.379997,95.239998,1574900,86.815826
"168",95.349998,95.519997,94.720001,95.089996,1234300,86.679092
"169",95.300003,95.410004,94.580002,95.18,1095100,86.761135
"170",94.809998,95.800003,94.620003,94.769997,1002900,86.387397
"171",94.599998,95.550003,94.440002,95.529999,1767500,87.080175
"172",95.379997,97.389999,95.019997,97,1491600,88.420152
"173",96.730003,97.400002,96.660004,96.790001,1116000,88.228728
"174",96.699997,97.099998,96,96.860001,1240600,88.292536
"175",97,98.239998,96.910004,98.230003,1940200,89.541359
"176",97.199997,98.32,96.639999,98.32,1673800,89.623395
"177",98.43,99.150002,97.879997,99.089996,1959700,90.325284
"178",97,98.470001,96.449997,97.839996,1841400,89.185849
"179",97.660004,98.089996,95.800003,97,1742500,88.420152
"180",96.809998,97.580002,96.230003,97.459999,2158200,88.839463
"181",97.650002,99.080002,97.5,98.300003,1403600,89.605167
"182",98.089996,99.379997,98.059998,99.379997,1397000,90.589634
"183",99.779999,99.919998,97.760002,97.779999,1606400,89.131158
"184",98.019997,98.82,97.370003,97.980003,1657700,89.313472
"185",98.559998,98.839996,97.889999,98.5,1654000,90.248017
"186",98.510002,98.610001,97.309998,98.260002,1152500,90.028126
"187",98.75,99.010002,96.540001,96.919998,1418100,88.800382
"188",96.959999,97.980003,96.230003,97.75,1247400,89.56085
"189",97.639999,97.849998,96.349998,97.730003,1283200,89.542528
"190",96.730003,97.510002,95.790001,96.639999,1518000,88.543841
"191",96.43,99.010002,96.309998,97.980003,1954900,89.771584
"192",96.849998,98.610001,96.849998,98.150002,1379200,89.92734
"193",95.919998,97.860001,95.660004,97.260002,2482200,89.111902
"194",96.900002,96.980003,94.480003,95.199997,2072800,87.224477
"195",96.309998,96.830002,95.389999,96.480003,1501500,88.397249
"196",97.339996,98.489998,96.68,97.139999,1839500,89.001953
"197",98.269997,98.540001,97.489998,97.93,926600,89.72577
"198",98.040001,98.290001,97.32,97.889999,973300,89.68912
"199",97.559998,99.059998,96.830002,98.739998,1315600,90.467909
"200",99.190002,99.870003,98.800003,99.550003,967600,91.210055
"201",99.57,100.769997,99.379997,99.870003,1266500,91.503246
"202",100.099998,100.550003,99.360001,99.449997,928300,91.118427
"203",99.290001,101.160004,98.919998,100.919998,1481400,92.465277
"204",101.540001,102.050003,100.209999,101.019997,1451600,92.556898
"205",100.900002,102.190002,100.809998,101.599998,1164600,93.088309
"206",101.989998,102.75,101.529999,101.980003,901500,93.436478
"207",101.910004,102.389999,101.720001,102.389999,768500,93.812126
"208",102.199997,103.910004,101.660004,103.019997,1134700,94.389345
"209",103.290001,103.720001,101.940002,103.129997,994800,94.49013
"210",103,103.599998,101.779999,102.519997,788500,93.931233
"211",103.150002,103.349998,101.660004,102.290001,778500,93.720505
"212",102.330002,102.68,101.160004,101.370003,1138000,92.877581
"213",100.720001,101.540001,100.199997,100.529999,1558200,92.10795
"214",101.019997,101.75,100.32,101.379997,1408200,92.886739
"215",100.489998,102.209999,99.980003,101.849998,1660700,93.317365
"216",101.970001,103.489998,101.800003,103.150002,1557600,94.508458
"217",102.110001,103.099998,101.599998,102.900002,1414800,94.279402
"218",103.099998,105.949997,102.839996,105.839996,2089800,96.973095
"219",106.82,106.82,105.300003,106.230003,2217600,97.330428
"220",106.260002,106.529999,105.419998,106.510002,1078600,97.58697
"221",107.379997,107.379997,106.339996,106.809998,1112300,97.861833
"222",107.160004,108.449997,106.800003,108.120003,1696000,99.06209
"223",107.82,107.82,103.190002,106.099998,2344300,97.211315
"224",105.580002,107.379997,105.279999,107.18,1677100,98.200838
"225",107.5,107.5,105.839996,106.419998,1741300,97.504506
"226",106.910004,107.239998,104.889999,105.419998,1611600,96.588282
"227",105.169998,105.769997,104.5,104.970001,1093400,96.175985
"228",104.830002,105,103.029999,103.300003,1978000,94.645893
"229",103.089996,104.629997,102.510002,102.900002,1530800,94.279402
"230",103.980003,104.68,102.889999,103.599998,1216100,94.920756
"231",103.809998,104.830002,103.43,104.419998,1351800,95.672059
"232",104.75,105.639999,104.400002,105.160004,1203000,96.350069
"233",104.980003,105.199997,103.089996,103.580002,1526100,94.902435
"234",103.199997,104.279999,102.470001,104.150002,1578100,95.424682
"235",104.18,104.419998,102.589996,102.849998,960200,94.233588
"236",102.540001,103.989998,102.389999,103.029999,1152300,94.398509
"237",102.650002,102.910004,101.709999,102.209999,1323600,93.647206
"238",102.459999,104.57,101.970001,104.519997,1721300,95.76368
"239",104.709999,105.540001,104.239998,105.059998,1404000,96.258441
"240",104.910004,105.110001,103.650002,104.470001,1481600,95.717873
"241",103.209999,103.75,102.419998,103.300003,1067600,94.645893
"242",103.669998,104.440002,102.800003,103.010002,921200,94.380187
"243",102.650002,105.150002,102.419998,104.580002,1267100,95.818658
"244",104.269997,104.660004,103.389999,104.279999,1065300,95.543788
"245",104.580002,105.489998,104.580002,105.019997,936900,96.221792
"246",105.779999,106.230003,104.440002,105.839996,1538400,96.973095
"247",105.459999,105.970001,103.110001,103.389999,2110000,94.72835
"248",103.260002,104.029999,102.220001,103.150002,1528600,94.508458
"249",101.440002,101.779999,100.709999,100.860001,1715400,92.860427
"250",100.580002,101.290001,100.040001,100.18,1803000,92.23436
"251",100.470001,101.059998,100.050003,100.089996,1413800,92.151495
"252",99.75,100.330002,99.550003,100,1415800,92.068636
"253",100.449997,102.330002,100.220001,101.650002,1060100,93.58777
"254",101.220001,101.599998,99.900002,100.019997,1483700,92.087047
"255",100.519997,101.730003,100.029999,100.459999,1236000,92.492151
"256",101.639999,102.480003,101.260002,102.129997,1280900,94.029696
"257",101.129997,101.889999,99.889999,100.470001,1387700,92.50136
"258",100.599998,101.260002,99.760002,101.080002,1878400,93.062979
"259",101.879997,102.360001,100.610001,101.059998,1531500,93.044562
"260",100.599998,102.639999,100.599998,102.120003,920200,94.020494
"261",102.650002,104.080002,102.220001,103.809998,999500,95.576449
"262",103.209999,104.410004,102.889999,103.830002,1366400,95.594867
"263",102.480003,103.610001,101.440002,103.510002,1324100,95.300248
"264",103.5,103.720001,102.510002,103.290001,1061500,95.097695
"265",103.57,104.050003,102.190002,103.830002,839100,95.594867
"266",104.190002,106.150002,103.790001,106.099998,1457900,97.684822
"267",106.5,108,105.809998,107.980003,3502200,99.415717
"268",107.900002,108.510002,107.110001,108.389999,1763200,99.793194
"269",108.260002,109.160004,107.190002,109.010002,1888500,100.364023
"270",109.019997,109.459999,108.25,108.410004,1627600,99.811612
"271",108.339996,109.650002,107.809998,109.440002,1529400,100.759918
"272",110,111.739998,109.949997,111.300003,1615200,102.472395
"273",110.110001,110.889999,109.559998,110.470001,1604700,101.708224
"274",109.269997,109.839996,108,108.360001,1088800,99.765575
"275",107.870003,109.110001,107.559998,107.720001,1052800,99.176336
"276",107.970001,108.220001,107.050003,107.300003,1387400,98.78965
"277",107.300003,107.779999,105.720001,106.330002,1444600,97.896583
"278",106.779999,107.260002,105.910004,107.029999,1101600,98.54106
"279",106.970001,107,105.43,105.860001,922000,97.463859
"280",106.470001,108,106.360001,106.730003,1589200,98.264859
"281",106.849998,107.010002,106.010002,106.25,1127800,97.822926
"282",106.919998,107.290001,106.32,107.190002,1768200,98.688374
"283",107.139999,107.209999,104.790001,105.110001,2152000,96.773344
"284",104.389999,105.910004,104.099998,105.099998,1262300,96.764135
"285",104.849998,104.989998,103.699997,103.919998,1258400,95.677725
"286",103.230003,103.959999,101.620003,101.690002,2006300,93.624599
"287",101.739998,102.5,101.620003,102.169998,2073300,94.066524
"288",101.260002,104.440002,100.849998,103.639999,2715500,95.419934
"289",103.980003,104.459999,101.5,102.510002,1330300,94.379561
"290",101.849998,102.610001,100.559998,100.57,2573900,92.593427
"291",100.800003,101.959999,99.779999,101.900002,1734600,93.817942
"292",100.769997,100.959999,97.540001,97.699997,3810900,89.951055
"293",99.32,99.449997,94.360001,96.339996,2855900,88.698921
"294",94.300003,95.910004,90.779999,91.360001,3566000,84.113907
"295",92.959999,94.550003,89.870003,94.43,4194700,86.940414
"296",93.220001,95.809998,92.32,92.379997,3894300,85.053004
"297",92.519997,98.57,92.300003,97.220001,2722100,89.509129
"298",97.830002,99.5,96.480003,98.599998,2036400,90.779674
"299",99.150002,99.730003,97.980003,99.660004,1804400,91.755606
"300",98.559998,99.800003,97.800003,98.739998,1750000,90.90857
"301",99.25,99.709999,98.089996,98.400002,1626800,90.59554
"302",96.120003,96.300003,92.480003,93.43,3442600,86.019727
"303",91.879997,93.330002,89.910004,90.160004,4744200,83.009086
"304",91.5,91.870003,88.639999,88.93,2931000,81.876639
"305",89.769997,92.099998,89.199997,91.769997,2111800,84.491385
"306",91.720001,92.949997,90.860001,92.449997,4511600,85.117452
"307",92.709999,93.510002,91.279999,92.470001,1959600,85.135869
"308",91.889999,94.440002,89.93,94.389999,1831600,86.903585
"309",95.32,97.349998,95.32,97.330002,2035600,89.610406
"310",96.849998,98.910004,96.370003,98.230003,1632800,90.439025
"311",99.150002,99.75,97.739998,98.489998,2134200,90.678398
"312",98.550003,100.139999,97.879997,98.190002,1541800,90.402196
"313",96.620003,97.610001,95.660004,96.599998,1681600,89.393508
"314",95.940002,96.470001,93.760002,96.379997,1885200,89.189919
"315",97.669998,98.440002,97.050003,98.389999,1587700,91.049972
"316",97.93,98.779999,96.709999,97.029999,1361800,89.79143
"317",96.169998,96.43,94.190002,94.720001,1633700,87.653761
"318",93.879997,95.029999,92.489998,94.389999,1640600,87.348378
"319",94.559998,95.980003,93.75,95.779999,973700,88.634681
"320",96.220001,99.419998,94.599998,98.209999,1909300,90.8834
"321",99.199997,100.209999,98.010002,99.970001,1233800,92.512104
"322",100.57,100.870003,99.32,100.809998,1824900,93.289435
"323",98.889999,100.449997,97.839996,100.089996,1506000,92.623147
"324",100.32,102.32,98.940002,101.510002,2626000,93.937219
"325",101.349998,101.349998,96.970001,97.059998,2355900,89.81919
"326",94.260002,94.440002,92.660004,93.459999,2972000,86.487757
"327",92.849998,93.879997,91.870003,92.910004,2219000,85.978792
"328",93.370003,95.160004,92,95.080002,1821900,87.986905
"329",97.260002,98.110001,95.889999,96.519997,2332400,89.319474
"330",97.019997,97.639999,94.059998,94.209999,1195100,87.181806
"331",95.769997,96.190002,93.730003,95.410004,1301000,88.292288
"332",94.269997,95.589996,93.089996,93.480003,2214100,86.506269
"333",92.790001,94.82,91.580002,91.739998,2466700,84.89607
"334",90.300003,95.150002,89.75,94.949997,3200000,87.866599
"335",95.910004,98.639999,94.199997,98.290001,2632600,90.957434
"336",97.82,99.07,97.18,98.730003,2432500,91.364612
"337",99.010002,99.290001,96.75,98.089996,1807800,90.77235
"338",99.870003,102.029999,99.690002,101.959999,1443100,94.353645
"339",101,101.699997,100.279999,100.860001,1037300,93.335708
"340",101.260002,102.849998,100.459999,101.620003,1659000,94.039013
"341",100.760002,101.400002,99.220001,101.040001,1189100,93.50228
"342",101.919998,102.910004,101.199997,102.650002,1548000,94.992173
"343",102.480003,102.480003,100.580002,100.910004,1336100,93.381981
"344",100.699997,103.940002,99.800003,103.07,2096900,95.380838
"345",102.970001,103,100.360001,100.730003,1698000,93.215409
"346",100.709999,102.169998,99.650002,101.550003,1544900,93.974236
"347",102.339996,103.510002,101.360001,103.5,2105800,95.77876
"348",103.5,103.889999,102.68,103.599998,1572300,95.871298
"349",103.150002,104.150002,101.519997,101.650002,1573300,94.066774
"350",100.949997,104.620003,100.110001,104.32,2210000,96.537587
"351",105.419998,106.449997,103.309998,105.580002,3248000,97.703591
"352",104.900002,106.019997,104.080002,105.269997,2166700,97.416713
"353",104.059998,104.970001,101.610001,101.669998,2158200,94.085279
"354",99.510002,100.540001,97.860001,98.529999,2139100,91.179528
"355",99.410004,100.849998,99.040001,100.459999,1715700,92.965547
"356",101.690002,102.190002,100.199997,101.889999,1612700,94.288868
"357",100.910004,101.120003,99.389999,100.459999,1522800,92.965547
"358",100.470001,101.129997,99.150002,101.029999,1638000,93.493024
"359",101.25,102.610001,100.349998,102.199997,1216000,94.575739
"360",99.68,100.019997,98.029999,98.300003,2398700,90.96669
"361",99.580002,100.389999,98.580002,99.839996,1660600,92.391798
"362",100.739998,102.480003,100.739998,101.489998,1082500,93.918707
"363",101.099998,101.5,99.940002,101.389999,1032700,93.826168
"364",100.989998,101.550003,99.889999,100.830002,1219200,93.307947
"365",99.660004,100.330002,98.279999,98.449997,1562900,91.105494
"366",98.160004,98.82,95.410004,96.730003,2035300,89.513814
"367",97.010002,97.660004,95.800003,97,1385700,89.763669
"368",95.480003,96.330002,95.040001,95.940002,1528100,88.782749
"369",95.620003,96.910004,95.019997,95.339996,1540500,88.227504
"370",94.599998,94.889999,93.639999,93.949997,1555600,86.9412
"371",93.510002,94.970001,93.459999,93.510002,686600,86.53403
"372",95.75,98.260002,95.540001,97.199997,1979100,89.948746
"373",97.449997,97.760002,96.550003,96.809998,1769400,89.587841
"374",99.980003,102.220001,99.790001,102,1762900,94.390662
"375",101.940002,102.809998,100.650002,100.849998,1612000,93.326452
"376",102.059998,102.07,100.190002,100.459999,1301600,92.965547
"377",100.989998,103.209999,100.379997,101.809998,2642000,94.686096
"378",101.889999,102.940002,101.370003,102.440002,1468200,95.272018
"379",102.32,104.419998,101.489998,103.900002,1766400,96.629857
"380",103.160004,103.959999,101.989998,102.82,2361400,95.625426
"381",102.550003,103.980003,102.050003,103.529999,2138700,96.285744
"382",102.309998,102.620003,101.150002,102.339996,2031900,95.179009
"383",102.870003,104.07,101.550003,102.120003,1932600,94.974409
"384",101.860001,102.550003,101.400002,101.879997,2281900,94.751198
"385",103,103.910004,101.980003,103.279999,1296100,96.053238
"386",104.440002,104.989998,102.669998,103.769997,2059300,96.508949
"387",104.139999,104.879997,102.830002,103.059998,1365300,95.84863
"388",104.589996,105.690002,104.559998,105.519997,1614700,98.136497
"389",105.839996,105.949997,103.940002,105.150002,1356800,97.792391
"390",105.290001,106.050003,104.809998,105.730003,1681900,98.331809
"391",105.660004,106.699997,105.5,106.589996,932100,99.131626
"392",106.470001,107.82,106.230003,107.290001,710900,99.78265
"393",107.419998,107.650002,105.779999,106.040001,1066700,98.620115
"394",106.199997,107.290001,106.029999,107.139999,930600,99.643144
"395",107.279999,107.470001,106.830002,106.900002,987400,99.41994
"396",108.519997,109.050003,107.480003,107.849998,1176100,100.303463
"397",107.519997,109.209999,107.370003,108.989998,1023300,101.363694
"398",108.360001,108.400002,107.410004,107.910004,1744400,100.359269
"399",107.779999,108.470001,107.080002,107.959999,801500,100.405766
"400",108.150002,108.190002,106.809998,106.919998,1530200,99.438537
"401",108.169998,108.480003,107.269997,107.580002,1149700,100.052359
"402",107.5,107.949997,106.860001,107.720001,1072500,100.182562
"403",108.160004,109.769997,108,109.529999,1074300,101.865909
"404",108.720001,108.889999,107.709999,108.540001,1055200,100.945184
"405",109.970001,110,109.449997,109.830002,1362800,102.14492
"406",109.610001,111.089996,109.190002,111.080002,1840900,103.307455
"407",111.07,111.209999,109.949997,110.669998,1198300,102.92614
"408",110.610001,110.720001,108.989998,109.32,1595500,101.670604
"409",109.529999,110.410004,109.110001,109.610001,1036300,101.940313
"410",108.589996,109.360001,107.739998,109.099998,1780800,101.465997
"411",104.519997,106.459999,103.529999,106.07,3680600,98.648015
"412",106.150002,107.580002,105.889999,106.449997,2197100,99.001423
"413",106.25,107.010002,105.18,105.790001,1251300,98.387608
"414",105.07,106.449997,104.650002,106.389999,967500,98.945624
"415",106.779999,106.980003,105.589996,106.199997,1189000,98.768916
"416",106.690002,108.139999,106.519997,106.709999,1455700,99.243232
"417",107.019997,107.050003,105.68,105.690002,1180300,98.294607
"418",106.559998,108.25,106.379997,108.019997,2298800,100.461566
"419",107.389999,108.360001,107.389999,108.330002,1184700,100.749879
"420",108.220001,108.919998,107.410004,108.489998,1366800,100.89868
"421",108.349998,108.690002,107.669998,108.330002,760800,100.749879
"422",108.5,108.709999,107.440002,108.230003,875600,100.656878
"423",106.709999,107.379997,106.709999,107.160004,1437800,99.661749
"424",107.650002,107.760002,106.849998,107.18,559000,99.680346
"425",106.940002,107.269997,106.290001,107.269997,1045000,99.764045
"426",107.75,108,107.160004,107.660004,1110200,100.126762
"427",107.540001,109.129997,107.089996,108.970001,1048100,101.345096
"428",109.370003,110.129997,109.300003,110,1374800,102.303023
"429",110.379997,110.400002,109.489998,110,938800,102.303023
"430",110.019997,110.360001,109.290001,109.669998,1153600,101.996113
"431",109.75,110.150002,109.059998,110.050003,862100,102.349528
"432",110.029999,110.209999,109.550003,109.889999,1034800,102.20072
"433",109,110.290001,108.790001,109.910004,897800,102.219324
"434",109.989998,110.400002,109.389999,109.68,1298700,102.005415
"435",109.760002,110.089996,108.25,109,1357700,101.372996
"436",109.699997,110,108.82,109.800003,1108700,102.117021
"437",109.639999,110,109.330002,109.699997,1118200,102.024012
"438",108.949997,108.949997,107.839996,108.419998,807200,101.341673
"439",106.800003,107.639999,106.5,107.459999,1830400,100.444348
"440",108.309998,108.5,107.5,108.160004,1038300,101.098652
"441",109.230003,110.029999,108.940002,109.949997,726600,102.771784
"442",110.209999,110.5,109.419998,109.68,1091400,102.519414
"443",110.230003,110.239998,109.43,110.010002,758100,102.827872
"444",110.07,111.199997,109.919998,111.129997,746200,103.874747
"445",111.199997,111.230003,110.019997,110.459999,921000,103.24849
"446",110.57,110.629997,109.769997,110.480003,894400,103.267188
