"","BMC.Open","BMC.High","BMC.Low","BMC.Close","BMC.Volume","BMC.Adjusted"
"1",36.07,36.86,35.83,36.84,2302300,3.10785
"2",36.29,36.98,36.29,36.89,1556400,3.11207
"3",37.04,37.24,36.6,36.68,2226500,3.09435
"4",36.74,37.54,36.7,37.51,2200200,3.16437
"5",37.12,37.625,37.05,37.41,2310900,3.15594
"6",37.29,37.61,37.1,37.54,2274900,3.1669
"7",37.59,37.88,37.49,37.71,2162200,3.18125
"8",37.88,38.14,37.26,37.53,2143100,3.16606
"9",37.5,37.98,36.73,36.84,2205600,3.10785
"10",36.84,37.29,36.52,37.03,2138100,3.12388
"11",36.94,37.2,36.35,36.53,2044100,3.0817
"12",36.57,37.005,36.35,36.65,2213300,3.09182
"13",36.83,36.83,36.18,36.22,1398700,3.05555
"14",35.86,36.17,34.79,35.09,1836300,2.96022
"15",35.03,35.3458,34.58,34.63,1445700,2.92141
"16",34.53,35.11,34.24,34.99,2402700,2.95178
"17",35.02,35.1,34.72,34.76,2048100,2.93238
"18",14,14,13.14,13.71,500,1.15659
"19",35.07,35.76,34.59,34.86,2032600,2.94082
"20",35.28,36.32,34.91,36.28,1896200,3.06061
"21",36.51,36.51,35.75,36.26,1405500,3.05892
"22",36.28,36.5,35.99,36.46,935200,3.07579
"23",36.31,36.8,36.22,36.48,1539100,3.07748
"24",36.79,37.33,36.72,37.21,1684600,3.13906
"25",37.23,37.62,36.73,37.5,1616300,3.16353
"26",37.54,37.7901,37.12,37.58,1713100,3.17028
"27",37.58,37.58,36.47,36.48,1566800,3.07748
"28",36.5,37,36.41,36.89,1770000,3.11207
"29",36.3,37.05,35.92,37.05,1677400,3.12557
"30",37.15,37.15,36.37,36.44,1601700,3.07411
"31",36.71,37.79,36.67,37.68,1801600,3.17871
"32",37.44,38.17,37.4,38.17,1738400,3.22005
"33",38.13,38.66,38.04,38.63,1791500,3.25886
"34",38.74,38.8,37.93,38.49,2786900,3.24705
"35",38.4,38.55,37.61,37.91,2645500,3.19812
"36",36.85,37,34.94,35.62,7344700,3.00493
"37",35.03,36.24,35.03,35.58,3544300,3.00156
"38",35.85,36.6,35.63,36.42,2691600,3.07242
"39",36.37,36.42,35.49,35.62,2551600,3.00493
"40",35.64,36,35.03,35.96,2958900,3.03361
"41",35.69,35.84,35.39,35.55,1437800,2.99903
"42",35.19,35.8,35.01,35.74,2186600,3.01505
"43",35.91,36.15,35.76,35.97,1812100,3.03446
"44",35.76,36.36,35.66,36.03,2788400,3.03952
"45",35.39,35.56,34.78,35.21,3210800,2.97034
"46",34.87,35.2,34.63,35,2409700,2.95263
"47",34.81,35.07,34.65,34.88,1464800,2.9425
"48",34.81,35.32,34.47,35.08,1594700,2.95938
"49",35.25,36.45,35.22,36.16,2601100,3.05049
"50",36.2,36.29,35.67,36.13,1435000,3.04796
"51",36.3,37.73,36.3,37.59,5394500,3.17112
"52",37.44,37.75,37.03,37.67,3237100,3.17787
"53",37.65,38.1,37.36,37.64,3135500,3.17534
"54",37.35,37.35,36.58,36.82,3691900,3.10616
"55",36.66,36.96,36.4,36.79,2704500,3.10363
"56",37.02,37.2,36.45,36.6,2443300,3.0876
"57",36.92,37.49,36.46,37.46,2712600,3.16016
"58",37.16,37.49,36.48,36.49,3018400,3.07833
"59",36.33,36.6,35.97,36.05,3121400,3.04121
"60",36.48,37.38,36.38,37.28,2549400,3.14497
"61",37.36,37.99,37.21,37.97,1951700,3.20318
"62",38.27,38.45,37.94,38.34,2435700,3.23439
"63",16.22,16.35,16.1,16.35,5900,1.3793
"64",38.37,38.69,38.21,38.32,2253300,3.23271
"65",38.38,38.89,38.12,38.68,2106100,3.26308
"66",39,39,38.54,38.79,1746300,3.27236
"67",38.79,39,38.489,38.92,1922500,3.28332
"68",38.95,39.66,38.84,39.58,1805700,3.339
"69",39.42,39.53,38.85,39.33,1902200,3.31791
"70",39.1,39.5,38.83,39.145,2251500,3.3023
"71",38.96,39.29,38.82,39.09,1856700,3.29766
"72",39.24,39.59,39.08,39.35,2392800,3.3196
"73",39.5,39.98,39.4,39.82,1908500,3.35925
"74",39.72,39.82,39.28,39.6,2106400,3.34069
"75",39.64,39.97,39.46,39.67,1945300,3.34659
"76",39.47,39.98,39.3,39.53,1671600,3.33478
"77",39.95,40.71,39.79,40.66,2473000,3.43011
"78",40.53,40.92,40.165,40.7,1650400,3.43348
"79",40.93,41.49,40.59,41.08,3153600,3.46554
"80",40.92,41.22,40.67,41.05,1748800,3.46301
"81",41.29,41.51,40.35,40.48,2790500,3.41492
"82",40.97,41.25,40.5599,40.98,2362700,3.45711
"83",41.02,41.26,40.1,40.28,2277900,3.39805
"84",39.33,40.51,38.95,40.14,5735000,3.38624
"85",40.01,40.33,39.21,39.65,2484200,3.34491
"86",42.2,43.4399,42.03,42.32,12416600,3.57015
"87",43.11,43.7,42.17,42.2,5404700,3.56003
"88",42.17,43.12,41.98,42.47,4031600,3.5828
"89",42.15,42.73,42.05,42.59,2459800,3.59293
"90",42.62,43.99,42.62,43.67,2935200,3.68404
"91",43.54,44.15,43.46,44.14,2566500,3.72369
"92",44.05,44.68,43.41,44.68,3955900,3.76924
"93",44.47,44.63,43.88,44.02,2754100,3.71356
"94",43.75,44.1,43.005,43.57,4864700,3.6756
"95",43.74,44.14,43.62,43.83,1992700,3.69753
"96",43.97,44.16,42.64,43.17,4430300,3.64186
"97",43.38,44.47,42.87,44.22,4180900,3.73043
"98",44.3,44.67,44.0305,44.2,2333000,3.72875
"99",44.15,44.28,43.815,44.18,2837800,3.72706
"100",43.78,44.14,43.15,43.92,2891500,3.70513
"101",43.5,44.1,42.98,43.97,3781000,3.70934
"102",45.12,46.95,45.11,45.46,5897000,3.83504
"103",45.58,46.29,45.24,45.35,2402400,3.82576
"104",45.36,45.92,45.35,45.59,2211800,3.84601
"105",45.2,45.46,44.58,45.29,2688500,3.8207
"106",45.49,46.44,45.3,46.35,2960300,3.91012
"107",46.41,46.42,45.81,46.17,1499600,3.89494
"108",45.86,46.37,45.7,46.34,1222900,3.90928
"109",46.34,46.48,45.72,46.01,1402300,3.88144
"110",45.87,46.06,45.47,46.01,1139900,3.88144
"111",45.62,45.92,45.02,45.71,1037200,3.85613
"112",45.52,45.59,44.57,45,1256800,3.79624
"113",45.12,45.3997,44.53,44.63,1629000,3.76502
"114",44.25,44.6,43.69,43.82,2378100,3.69669
"115",43.82,44.29,43.68,43.9,1370600,3.70344
"116",44.15,45.29,43.91,44.74,1815500,3.7743
"117",44.83,45.08,44.73,45.01,1566000,3.79708
"118",44.71,45.3,44.34,45.3,2067600,3.82154
"119",44.87,44.93,44.03,44.22,1821200,3.73043
"120",44.62,45.52,44.62,44.9,1790400,3.7878
"121",14.93,14.93,14.93,14.93,100,1.25951
"122",44.79,44.79,44.14,44.45,871500,3.74984
"123",44.05,44.54,43.31,44.36,2213000,3.74224
"124",43.88,44.432,43.72,44.4,2368600,3.74562
"125",44.95,45.67,44.76,45.53,2547600,3.84095
"126",45.42,45.9,44.84,45.76,1723600,3.86035
"127",45.7,46,45.59,45.92,912700,3.87385
"128",46,46,45.48,45.73,1228400,3.85782
"129",45.79,46.2,45.79,45.96,1726800,3.87722
"130",46.13,46.85,45.98,46.79,1739400,3.94724
"131",46.61,47.28,46.53,47,2258300,3.96496
"132",47,47.03,46.49,46.9,1601800,3.95652
"133",47.36,47.67,46.65,46.71,2486100,3.94049
"134",46.57,47.97,46.54,47.58,3035300,4.01389
"135",47.33,47.97,47.32,47.87,2085900,4.03835
"136",47.91,48.94,47.89,48.76,2784300,4.11343
"137",48.81,49.11,48.2582,48.26,3298600,4.07125
"138",48.44,48.5,47.78,48.07,1672100,4.05522
"139",48.22,48.39,47.97,48.21,996600,4.06703
"140",48.15,48.25,47.67,47.8,1314200,4.03245
"141",47.61,47.89,47.61,47.8,669300,4.03245
"142",47.76,47.83,47.25,47.7,804400,4.02401
"143",47.75,47.84,47.05,47.4,926200,3.9987
"144",47.53,47.6,47.23,47.24,670100,3.9852
"145",47.3,47.75,47.17,47.55,883000,4.01136
"146",47.6,47.6,46.99,47.14,735000,3.97677
"147",47.68,48.06,47.59,47.66,1835600,4.02064
"148",47.66,47.87,46.78,47.35,2038200,3.99448
"149",47.18,47.62,46.895,47.48,2062700,4.00545
"150",47.58,47.79,47.375,47.54,1527400,4.01051
"151",47.68,47.68,46.87,47.37,1272300,3.99617
"152",47.09,47.42,46.64,47.3,1118300,3.99027
"153",47.57,47.57,46.99,47.37,1300500,3.99617
"154",47.6,47.7,47.31,47.5625,1187400,4.01241
"155",47.48,47.745,47.45,47.71,1269400,4.02485
"156",47.66,47.99,47.56,47.97,1822800,4.04679
"157",14.9,15.04,14.87,14.9,7900,1.25698
"158",48.14,48.67,48.07,48.26,2050800,4.07125
"159",48.23,49,48.05,48.98,2333100,4.13199
"160",48.74,48.81,48.16,48.27,3190000,4.0721
"161",48.46,48.52,47.63,47.67,1576300,4.02148
"162",47.6,48.38,47.435,48.27,1245900,4.0721
"163",48.16,48.53,47.78,48.16,1972800,4.06282
"164",48.08,48.61,47.79,48.44,1545800,4.08644
"165",48.62,48.62,48.05,48.34,1179200,4.078
"166",48.5,48.74,46.69,46.98,2142600,3.96327
"167",46.97,47.76,46.7,47.7,1651800,4.02401
"168",47.89,48.58,47.85,48.37,1846300,4.08053
"169",48.15,48.48,47.9,48.2,1679000,4.06619
"170",46.82,48.94,46.78,48.81,5403000,4.11765
"171",48.75,48.84,48.16,48.65,2021200,4.10415
"172",48.6,48.92,48.4,48.82,1448600,4.11849
"173",48.75,49.08,48.49,48.83,1367300,4.11934
"174",48.75,48.78,48.4,48.62,1340600,4.10162
"175",48.56,49.62,48.39,49.51,1869800,4.1767
"176",49.3,50.19,49.18,50.17,2074400,4.23238
"177",50.15,50.99,50.08,50.87,1947000,4.29143
"178",50.5,50.73,49.9801,50.44,1901600,4.25516
"179",50.52,50.62,50.12,50.48,1252200,4.25853
"180",50.43,50.92,50.2115,50.8,1044800,4.28553
"181",50.71,51.03,50.62,50.98,1630800,4.30071
"182",2585,2585,2585,2585,6500,218.07264
"183",50,50.79,48.86,49.01,1935100,4.13452
"184",48.89,48.95,47.85,48.04,1867300,4.05269
"185",48.21,48.92,47.92,48.36,1550100,4.07969
"186",48.52,49.29,48.44,48.93,1117100,4.12777
"187",49,49.85,49,49.5,2405300,4.17586
"188",49.62,50.05,48.64,48.75,2079600,4.11259
"189",48.71,49.04,48.51,48.68,1257300,4.10668
"190",49.06,50.31,49.0457,50.26,1708900,4.23997
"191",50.07,50.57,49.97,50.24,1771800,4.23829
"192",50.52,50.68,48.91,49.42,1498500,4.16911
"193",49.5,50.23,49.16,50.06,1195300,4.2231
"194",50,50.25,49.28,50.13,830400,4.22901
"195",49.48,49.48,48.31,48.76,1482000,4.11343
"196",48.76,49.535,48.45,49.41,1394300,4.16827
"197",49.01,49.28,48.345,48.94,1372400,4.12862
"198",47.63,48.46,47.52,48.23,1661500,4.06872
"199",47.76,48.28,47.02,47.04,2274300,3.96833
"200",46.79,47.68,46.31,47.275,2598300,3.98816
"201",47.6,48,47.31,47.86,2523700,4.03751
"202",48.46,49.22,47.87,48.85,1008200,4.12102
"203",48.79,48.98,48.5,48.56,1426300,4.09656
"204",48.43,49.08,48.16,48.77,1576800,4.11428
"205",49.24,49.59,48.8,49.47,1433000,4.17333
"206",49.67,49.9,49.33,49.36,1199300,4.16405
"207",49.5,49.523,48.9,48.9,881400,4.12524
"208",48.92,49.42,48.5352,49.35,1506600,4.1632
"209",49.7,49.92,49.393,49.73,1303600,4.19526
"210",49.75,49.88,49.56,49.74,882500,4.19611
"211",50.04,50.89,49.96,50.71,1687400,4.27794
"212",50.92,51,50.64,50.88,940000,4.29228
"213",51,51.15,50.64,50.91,1528200,4.29481
"214",51.25,51.43,50.38,50.92,1151600,4.29565
"215",50.78,51.36,50.525,50.9,1060300,4.29396
"216",51.1,51.32,50.4,50.91,953800,4.29481
"217",50.96,51.33,50.56,50.72,768100,4.27878
"218",50.49,50.91,49.945,50.17,1060800,4.23238
"219",50.45,51.01,50.2,50.71,959400,12.49994
"220",50.21,50.81,49.7,50.6725,1121400,12.4907
"221",50.78,50.98,50.06,50.86,1313600,12.53692
"222",49.45,49.81,48.88,49.21,2000800,12.1302
"223",49.15,49.29,48.68,48.98,1497100,12.0735
"224",49.61,49.9,49.32,49.45,2027200,12.18936
"225",49.73,49.77,49.46,49.67,1007400,12.24359
"226",49.71,49.93,49.38,49.51,765400,12.20415
"227",49.83,50.385,49.44,50.11,1605400,12.35205
"228",50.25,50.34,49.28,50.13,1729100,12.35698
"229",50.12,50.44,49.66,50.06,1336700,12.33972
"230",50.03,50.48,49.99,50.23,2869500,12.38162
"231",50.37,50.67,49.85,49.94,2453900,12.31014
"232",49.46,50.285,49.04,49.62,1981000,12.23126
"233",49.52,49.75,48.46,49.07,2388700,12.09569
"234",52,53.81,50.09,51.26,4470500,12.63552
"235",51.7,52.05,50.81,51.02,2731000,12.57636
"236",50.93,52.12,50.38,51.86,1992700,12.78342
"237",51.95,53.85,51.82,53.66,2774700,13.22712
"238",53.23,54.3,52.85,53.15,2334500,13.1014
"239",53.06,54.77,52.85,54.7,2283800,13.48347
"240",54.66,54.95,54.35,54.47,2069200,13.42678
"241",54.22,54.53,53.21,53.34,1422000,13.14824
"242",53.3,54.111,53.1,53.98,1832900,13.30599
"243",53.87,54.69,53.5909,54.54,1330400,13.44403
"244",54.8,55.24,54.43,54.97,1494700,13.55003
"245",54.8,55.015,54.3,54.74,1287400,13.49333
"246",54.1,54.5,53.64,54.17,1125200,13.35283
"247",54.27,54.41,53.82,53.9,1008900,13.28628
"248",53.66,54.25,53.66,54,922300,13.31092
"249",53.79,54.78,53.71,54.54,1065300,13.44403
"250",54.52,55.24,54.43,55.19,1078700,13.60426
"251",2775,2780,2780,2775,2000,684.03363
"252",55.53,55.86,55.18,55.83,1326700,13.76202
"253",55.69,56.16,54.71,54.71,1266800,13.48594
"254",55.06,55.13,54.15,54.67,951100,13.47608
"255",54.01,54.33,53.48,53.54,1347400,13.19754
"256",53.47,53.78,53.13,53.24,1219800,13.12359
"257",53.42,53.4895,52.65,52.96,2151600,13.05457
"258",52.89,52.96,52.18,52.34,1428000,12.90174
"259",52.28,52.89,52.24,52.52,1447100,12.94611
"260",52.16,52.68,52.1,52.35,1742800,12.9042
"261",52.3,52.72,52.07,52.4,1402800,12.91653
"262",52.83,53.25,52.47,53.12,1330700,13.09401
"263",52.58,52.93,51.89,51.95,1431500,12.8056
"264",51.87,52.05,51.13,51.46,1990400,12.68482
"265",51.83,51.87,50.81,51.65,1797300,12.73165
"266",51.6,52.26,51.55,52.085,973500,12.83888
"267",52.25,53.14,51.93,53.09,1135900,13.08661
"268",52.8,53.12,52.6,52.7,985000,12.99048
"269",52.13,53.11,51.67,53.06,1072800,13.07922
"270",52.93,53.03,51.09,51.64,2640300,12.72919
"271",51.75,52.795,51.5,52.58,1733800,12.9609
"272",52.59,53.46,52.344,53.46,1095800,13.17782
"273",53.55,54.05,53.225,54.02,1196200,13.31585
"274",54.29,54.8,54.01,54.7,1103000,13.48347
"275",54.84,56.1,54.8,55.79,2345700,13.75216
"276",16.6,16.6,15.67,15.76,1400,3.88482
"277",55.75,55.9,55.235,55.45,1123300,13.66835
"278",55.42,55.62,54.81,55.31,2039700,13.63384
"279",55.9,56.55,55.7119,56.5,1486300,13.92717
"280",55.95,56.23,55.45,56.17,1296800,13.84583
"281",55.45,55.89,54.93,55.19,1520900,13.60426
"282",55.22,55.3,54.07,54.09,1530000,13.33311
"283",54.55,54.7,53.72,53.91,1651600,13.28874
"284",53.97,54.27,52.45,52.62,1631500,12.97076
"285",52.83,53,52.36,52.65,1469100,12.97815
"286",52.5,52.71,51.65,51.72,1517200,12.74891
"287",52.47,53.94,52.33,53.7,2263300,13.23698
"288",53.51,53.51,52.085,52.21,1022200,12.86969
"289",52.41,52.97,51.87,52.095,1394300,12.84135
"290",52.35,52.77,52.09,52.38,1202200,12.9116
"291",52.04,52.04,50.97,51.05,2178300,12.58375
"292",50.8,51.33,50.47,51.02,2117200,12.57636
"293",50.84,50.95,48.53,48.89,3857500,12.05132
"294",47,47.01,44.33,44.61,8881900,10.9963
"295",44.27,44.73,43.19,43.22,5435600,10.65367
"296",43.5,43.66,42.41,42.77,4902100,10.54275
"297",42.45,43.11,41.84,41.87,5749500,10.3209
"298",42.08,43.46,41.59,43.31,4961100,10.67585
"299",42.47,42.99,40.93,40.94,5177900,10.09165
"300",41.5,41.74,39.37,40.17,6853400,9.90185
"301",39.4,40.06,38.08,38.09,4071800,9.38913
"302",38.52,40.48,37.72,40.47,5166500,9.9758
"303",39.77,40.01,38.32,38.41,3728200,9.46801
"304",38.97,41.33,38.35,40.79,3616000,10.05468
"305",40.92,41.46,40.51,40.89,3275300,10.07933
"306",40.96,41.39,40.45,40.96,1958200,10.09658
"307",40.53,40.99,39.82,40.42,2132900,9.96347
"308",40.53,41.09,39.42,39.69,1604600,9.78353
"309",38.63,38.63,37.19,38.08,3210800,9.38667
"310",37.66,38.91,37.36,37.48,2618500,9.23877
"311",38.19,38.63,37.5,37.59,2087900,9.26588
"312",37.76,39.2,37.43,39.15,1753900,9.65042
"313",38.99,39.41,38.37,39.3,1816000,9.68739
"314",39.5,39.67,38.2,38.32,1516800,9.44583
"315",38.29,39.72,37.77,39.57,1489900,9.75395
"316",39.98,40.77,39.84,40.77,1255900,10.04975
"317",40.51,40.76,39.98,40.48,1581600,9.97826
"318",40.81,41.2,40.16,40.61,2097900,10.01031
"319",40.6,41.1,39.62,39.735,1788700,9.79462
"320",39.17,39.35,38.64,38.92,1903600,9.59373
"321",2630,2525,2525,2630,1000,648.29133
"322",38.1,38.37,37.47,38.02,2615600,9.37188
"323",38.52,39.92,38.52,39.9,2623500,9.83529
"324",39.68,39.89,39.07,39.39,2958200,9.70958
"325",38.91,39.13,37.87,38.46,2070700,9.48034
"326",37.83,38.95,37.79,38.93,1541700,9.59619
"327",39.08,40.17,38.75,40.12,2324700,9.88952
"328",40.39,41.71,40.01,41.35,2340800,10.19272
"329",41.92,42.135,41.3242,41.91,1627000,10.33076
"330",42.12,42.38,41.41,42.3,2151800,10.42689
"331",41.6,42.05,41.09,41.85,1452700,10.31597
"332",42.16,42.28,41.22,41.31,1482200,10.18286
"333",41.61,42.48,40.83,40.86,1712900,10.07193
"334",39.74,39.92,38.16,38.7,2376500,9.5395
"335",38.37,39.05,38.2,38.85,1842300,9.57647
"336",39.1,39.49,38.16,39.43,1706700,9.71944
"337",40.01,40.5,39.795,40,1748400,9.85994
"338",40.03,40.46,39.34,39.45,1825900,9.72437
"339",40.07,40.82,39.11,39.9,2145100,9.83529
"340",39.33,40.21,38.56,38.56,2730700,9.50499
"341",38.2,38.51,37.67,37.71,3158500,9.29546
"342",37.1,38.69,37.07,38.57,4272800,9.50745
"343",38.75,40.13,38.11,40.01,2778000,9.86241
