"","THC.Open","THC.High","THC.Low","THC.Close","THC.Volume","THC.Adjusted"
"94",4.35,4.37,4.26,4.31,959700,17.24
"95",4.33,4.39,4.3,4.33,653200,17.32
"96",4.35,4.37,4.23,4.26,1793100,17.040001
"97",4.24,4.25,4.18,4.18,1421100,16.719999
"98",4.14,4.27,4.12,4.22,1330000,16.879999
"99",4.25,4.38,4.21,4.31,1509300,17.24
"100",4.29,4.36,4.26,4.36,1222100,17.440001
"101",4.38,4.39,4.23,4.3,1919800,17.200001
"102",4.14,4.31,3.96,4.3,5022900,17.200001
"103",4.3,4.32,4.23,4.3,1461200,17.200001
"104",4.36,4.48,4.34,4.47,2291200,17.879999
"105",4.46,4.58,4.46,4.53,1466300,18.120001
"106",4.49,4.65,4.49,4.64,1625500,18.559999
"107",4.66,4.69,4.57,4.6,2064200,18.4
"108",4.62,4.62,4.52,4.59,1575300,18.360001
"109",4.53,4.71,4.49,4.68,3097700,18.719999
"110",4.65,4.75,4.62,4.65,2739000,18.6
"111",4.69,4.69,4.56,4.63,1759100,18.52
"112",4.59,4.61,4.45,4.5,2084000,18
"113",4.51,4.54,4.41,4.43,1722800,17.719999
"114",4.47,4.52,4.33,4.38,2267700,17.52
"115",4.38,4.4,4.33,4.37,1401700,17.48
"116",4.36,4.37,4.3,4.3,1268600,17.200001
"117",4.28,4.28,4.22,4.25,1656500,17
"118",4.27,4.33,4.18,4.22,1388700,16.879999
"119",4.22,4.27,4.2,4.21,343300,16.84
"120",4.18,4.24,4.06,4.14,2452900,16.559999
"121",4.07,4.12,4.01,4.08,2201800,16.32
"122",4.15,4.19,4.08,4.1,2502600,16.4
"123",4.11,4.27,4.08,4.25,1862300,17
"124",4.22,4.31,4.2,4.29,1386200,17.16
"125",4.27,4.28,4.22,4.24,1222000,16.959999
"126",4.28,4.28,4.18,4.22,1014300,16.879999
"127",4.22,4.29,4.21,4.26,677100,17.040001
"128",4.28,4.32,4.26,4.29,1808000,17.16
"129",6.43,6.75,6.35,6.65,59996300,26.6
"130",6.51,6.59,6.49,6.49,11958900,25.959999
"131",6.45,6.64,6.44,6.48,5921700,25.92
"132",6.46,6.72,6.45,6.64,4494800,26.559999
"133",6.59,6.66,6.58,6.63,2128500,26.52
"134",6.59,6.76,6.58,6.74,3247200,26.959999
"135",6.66,6.78,6.66,6.76,2526800,27.040001
"136",6.75,6.86,6.71,6.83,1773600,27.32
"137",6.61,6.84,6.61,6.8,1570800,27.200001
"138",6.72,6.78,6.67,6.71,1128400,26.84
"139",6.61,6.74,6.6,6.69,1035500,26.76
"140",6.64,6.72,6.64,6.69,341900,26.76
"141",6.68,6.73,6.66,6.66,614700,26.639999
"142",6.65,6.75,6.65,6.72,576700,26.879999
"143",6.72,6.8,6.69,6.69,1121200,26.76
"144",6.75,6.85,6.71,6.8,2288800,27.200001
"145",6.84,6.89,6.76,6.84,2961500,27.360001
"146",6.83,6.9,6.77,6.86,1753400,27.440001
"147",6.9,6.93,6.82,6.87,1765000,27.48
"148",6.86,6.9,6.79,6.89,1166900,27.559999
"149",6.86,6.91,6.78,6.84,3476800,27.360001
"150",6.97,6.98,6.84,6.88,4246400,27.52
"151",6.93,7.01,6.84,7.01,4480900,28.040001
"152",6.99,7.07,6.94,7,2475100,28
"153",6.94,7.1,6.93,7.06,3113400,28.24
"154",7.04,7.1,7.02,7.04,1803800,28.16
"155",7.05,7.05,6.84,6.85,4884300,27.4
"156",6.87,6.9,6.69,6.75,3153000,27
"157",6.8,6.81,6.68,6.7,1203100,26.799999
"158",6.68,6.84,6.66,6.82,2106500,27.280001
"159",6.78,6.85,6.73,6.8,1091900,27.200001
"160",6.83,6.85,6.75,6.75,1210300,27
"161",6.75,6.8,6.72,6.74,1013800,26.959999
"162",6.76,6.8,6.57,6.67,2590500,26.68
"163",6.65,6.78,6.64,6.65,1149300,26.6
"164",6.73,6.73,6.6,6.65,2961400,26.6
"165",6.61,6.69,6.6,6.68,1360200,26.719999
"166",6.66,6.69,6.62,6.66,1883400,26.639999
"167",6.68,6.69,6.6,6.67,1126200,26.68
"168",6.68,6.79,6.66,6.72,1244600,26.879999
"169",6.66,6.8,6.66,6.78,1038200,27.120001
"170",6.74,6.9,6.74,6.87,2242000,27.48
"171",6.84,6.96,6.81,6.96,1365700,27.84
"172",6.94,7.05,6.93,7,1521000,28
"173",6.98,7.01,6.95,6.98,751500,27.92
"174",6.94,6.98,6.91,6.91,1399900,27.639999
"175",6.92,7.06,6.91,7.03,2291200,28.120001
"176",6.99,7.1,6.96,7.04,1811300,28.16
"177",7.06,7.1,7,7.01,1098500,28.040001
"178",6.98,7.01,6.88,6.93,1502400,27.719999
"179",6.94,6.95,6.79,6.9,1416800,27.6
"180",6.89,7.04,6.82,6.97,1329400,27.879999
"181",7.05,7.14,6.93,7.07,3101600,28.280001
"182",7,7.27,6.96,7.18,3788500,28.719999
"183",7.19,7.23,7.01,7.03,1524600,28.120001
"184",7.01,7.13,7,7.09,1112500,28.360001
"185",7.1,7.3,7.03,7.18,2111000,28.719999
"186",7.16,7.23,7.1,7.18,696200,28.719999
"187",7.16,7.18,6.99,7.03,1138500,28.120001
"188",7.03,7.22,7.01,7.13,2170200,28.52
"189",7.16,7.41,7.15,7.28,2817400,29.120001
"190",7.2,7.29,7.18,7.24,1316100,28.959999
"191",7.2,7.25,7.04,7.09,2066900,28.360001
"192",7.03,7.11,7,7.08,1726600,28.32
"193",6.93,7.09,6.93,7,2319200,28
"194",6.97,7.09,6.86,6.89,2554400,27.559999
"195",6.98,7.09,6.97,7.02,1276600,28.08
"196",7.08,7.11,6.98,7.01,1372700,28.040001
"197",7.08,7.1,6.94,7.1,1448600,28.4
"198",7.13,7.13,7,7.03,1026000,28.120001
"199",7,7.08,6.96,7.04,806700,28.16
"200",7.06,7.11,6.98,7.1,781600,28.4
"201",7.1,7.27,7.08,7.22,2020600,28.879999
"202",7.22,7.29,7.17,7.27,1956000,29.08
"203",7.27,7.36,7.25,7.29,2645200,29.16
"204",7.33,7.51,7.3,7.51,2424500,30.040001
"205",7.46,7.55,7.39,7.45,1916200,29.799999
"206",7.46,7.7,7.46,7.63,2237200,30.52
"207",7.63,7.67,7.53,7.62,729400,30.48
"208",7.6,7.65,7.51,7.58,897800,30.32
"209",7.56,7.62,7.49,7.54,1936000,30.16
"210",7.52,7.56,7.45,7.5,1068200,30
"211",7.53,7.56,7.47,7.55,537300,30.200001
"212",7.23,7.25,6.01,6.44,21473200,25.76
"213",6.61,6.94,6.55,6.56,7390800,26.24
"214",6.78,6.79,6.48,6.54,5753900,26.16
"215",6.68,6.68,6.53,6.6,4029100,26.4
"216",6.66,6.79,6.6,6.66,3266900,26.639999
"217",6.39,6.61,6.33,6.49,7306700,25.959999
"218",6.49,6.69,6.42,6.64,4591800,26.559999
"219",6.68,6.74,6.57,6.71,3962700,26.84
"220",6.71,6.84,6.7,6.77,2356200,27.08
"221",6.74,6.92,6.71,6.88,4035300,27.52
"222",6.9,7,6.8,6.9,6175000,27.6
"223",6.93,6.95,6.83,6.94,1751900,27.76
"224",6.92,6.96,6.88,6.93,1437400,27.719999
"225",6.94,6.95,6.89,6.93,1641700,27.719999
"226",6.51,6.74,6.48,6.69,24617100,26.76
"227",6.65,6.7,6.46,6.58,8848300,26.32
"228",6.59,6.63,6.27,6.27,5807400,25.08
"229",6.29,6.51,6.22,6.47,5264500,25.879999
"230",6.49,6.61,6.44,6.53,4144200,26.120001
"231",6.4,6.56,6.35,6.52,5274000,26.08
"232",6.51,6.69,6.43,6.63,4746600,26.52
"233",6.6,6.63,6.48,6.49,2283300,25.959999
"234",6.49,6.5,6.35,6.46,2732200,25.84
"235",6.46,6.49,6.29,6.34,2901000,25.360001
"236",6.33,6.41,6.27,6.32,2896200,25.280001
"237",6.33,6.42,6.28,6.3,3132400,25.200001
"238",6.36,6.43,6.3,6.42,2143900,25.68
"239",6.45,6.5,6.38,6.42,1895500,25.68
"240",6.42,6.42,6.25,6.28,2726100,25.120001
"241",6.23,6.35,6.17,6.28,2751500,25.120001
"242",6.28,6.33,6.25,6.27,1484900,25.08
"243",6.21,6.38,6.21,6.32,2087300,25.280001
"244",6.29,6.4,6.25,6.4,1568200,25.6
"245",6.38,6.43,6.33,6.4,971000,25.6
"246",6.45,6.47,6.32,6.38,2331100,25.52
"247",6.37,6.41,6.3,6.3,1285500,25.200001
"248",6.3,6.38,6.29,6.35,1084800,25.4
"249",6.27,6.34,6.24,6.25,1681500,25
"250",6.25,6.26,6.08,6.16,3702100,24.639999
"251",6.17,6.22,6.12,6.15,1307900,24.6
"252",6.14,6.16,6,6.05,1877100,24.200001
"253",6.09,6.2,6.05,6.12,1402500,24.48
"254",6.09,6.11,5.89,5.91,3438800,23.639999
"255",5.95,6.04,5.92,5.97,2046500,23.879999
"256",6.03,6.2,5.99,6.13,1894000,24.52
"257",6.1,6.29,6.01,6.04,4223300,24.16
"258",6.05,6.31,6.03,6.23,5446600,24.92
"259",6.27,6.46,6.25,6.41,4100700,25.639999
"260",6.39,6.48,6.35,6.44,3332000,25.76
"261",6.47,6.5,6.35,6.41,2934900,25.639999
"262",6.4,6.44,6.23,6.28,3600300,25.120001
"263",6.2,6.32,6.1,6.29,1932900,25.16
"264",6.28,6.28,5.95,5.99,5571700,23.959999
"265",5.99,6.1,5.91,6.05,2148700,24.200001
"266",6.03,6.2,5.99,6.19,1626500,24.76
"267",6.2,6.24,6.16,6.19,931100,24.76
"268",6.21,6.3,6.21,6.24,1070300,24.959999
"269",6.25,6.54,6.23,6.51,2659300,26.040001
"270",6.5,6.54,6.43,6.48,1825400,25.92
"271",6.49,6.52,6.35,6.48,2339000,25.92
"272",6.53,6.54,6.41,6.46,1159600,25.84
"273",6.39,6.45,6.25,6.3,1719500,25.200001
"274",6.25,6.28,6.04,6.07,2321300,24.280001
"275",6.05,6.16,6,6.02,1461300,24.08
"276",6.03,6.24,6.03,6.09,1220700,24.360001
"277",6.09,6.2,6,6,1629800,24
"278",6.02,6.08,5.99,6.02,1824100,24.08
"279",6.05,6.05,5.96,6.01,1943900,24.040001
"280",6.02,6.16,6.02,6.13,1066600,24.52
"281",6.15,6.15,6.03,6.09,899600,24.360001
"282",6.14,6.35,6.12,6.3,1474000,25.200001
"283",6.3,6.32,6.22,6.26,703900,25.040001
"284",6.01,6.07,5.93,6.02,4237000,24.08
"285",5.99,6.01,5.74,5.85,2793600,23.4
"286",5.81,5.87,5.62,5.69,3072100,22.76
"287",5.69,5.8,5.62,5.7,2752000,22.799999
"288",5.65,5.84,5.5,5.56,2459600,22.24
"289",5.69,5.69,5.27,5.44,3982700,21.76
"290",5.49,5.52,5.05,5.1,7907400,20.4
"291",5.01,5.21,4.94,5.19,5203200,20.76
"292",5.12,5.19,4.86,4.92,3815300,19.68
"293",4.97,5.1,4.54,4.95,5783400,19.799999
"294",4.74,5.01,4.44,4.63,5843800,18.52
"295",4.62,4.86,4.6,4.78,2230800,19.120001
"296",4.66,4.8,4.51,4.51,3150000,18.040001
"297",4.6,4.98,4.56,4.93,3284300,19.719999
"298",5,5.14,4.87,4.95,3265900,19.799999
"299",4.98,5.09,4.88,5.07,5573700,20.280001
"300",5.02,5.15,4.98,5.09,2156700,20.360001
"301",5.11,5.2,5.03,5.11,1559100,20.440001
"302",4.99,4.99,4.68,4.74,1981900,18.959999
"303",4.63,4.83,4.62,4.65,1844600,18.6
"304",4.75,4.81,4.54,4.62,2371600,18.48
"305",4.65,4.83,4.57,4.81,1350700,19.24
"306",4.76,5.14,4.72,5.13,2043200,20.52
"307",5.11,5.21,4.98,5.09,2487100,20.360001
"308",5.03,5.17,4.82,5.13,2035300,20.52
"309",5.23,5.4,5.16,5.38,1412600,21.52
"310",5.32,5.42,5.27,5.36,1810300,21.440001
"311",5.41,5.58,5.24,5.28,2507400,21.120001
"312",5.29,5.45,5.18,5.22,1329300,20.879999
"313",5.09,5.16,5,5.03,1675400,20.120001
"314",4.82,5.13,4.79,5.06,2026000,20.24
"315",5.23,5.46,5.23,5.42,2182700,21.68
"316",5.37,5.43,5.17,5.2,1646100,20.799999
"317",5.12,5.15,4.98,5.02,1792100,20.08
"318",4.83,4.85,4.43,4.52,5470500,18.08
"319",4.45,4.68,4.39,4.62,3031000,18.48
"320",4.61,4.64,4.41,4.49,3764600,17.959999
"321",4.54,4.86,4.52,4.77,4171800,19.08
"322",4.79,4.83,4.66,4.79,3026000,19.16
"323",4.65,4.67,4.54,4.61,2326200,18.440001
"324",4.68,4.72,4.46,4.46,1915100,17.84
"325",4.47,4.49,4.25,4.27,3107700,17.08
"326",4.1,4.25,4.04,4.15,4025500,16.6
"327",4.11,4.27,4.1,4.19,1993600,16.76
"328",4.25,4.33,4.17,4.28,2998300,17.120001
"329",4.39,4.41,4.27,4.29,3483900,17.16
"330",4.29,4.31,4.02,4.03,2437200,16.120001
"331",4.1,4.26,4.03,4.25,2860200,17
"332",4.15,4.28,4.08,4.11,3346700,16.440001
"333",4.04,4.08,3.58,3.59,3294700,14.36
"334",3.52,3.84,3.46,3.8,3326800,15.2
"335",3.73,4.03,3.54,4,4252700,16
"336",3.97,4.35,3.96,4.3,2974100,17.200001
"337",4.31,4.44,4.27,4.35,2108600,17.4
"338",4.42,4.5,4.32,4.41,1991100,17.639999
"339",4.34,4.6,4.33,4.49,1917000,17.959999
"340",4.49,4.71,4.48,4.57,3006900,18.280001
"341",4.54,4.57,4.26,4.42,2998100,17.68
"342",4.48,4.59,4.42,4.56,2685100,18.24
"343",4.52,4.54,4.33,4.35,1914700,17.4
"344",4.37,4.54,4.28,4.47,2912100,17.879999
"345",4.48,4.58,4.32,4.41,2289100,17.639999
"346",4.4,4.67,4.36,4.67,2653200,18.68
"347",4.68,4.9,4.68,4.87,2225600,19.48
"348",4.85,5.03,4.8,5.02,3075600,20.08
"349",4.95,5.23,4.9,5.09,3423500,20.360001
"350",5.17,5.25,4.88,5.18,2120800,20.719999
"351",5.27,5.3,5.04,5.13,5051600,20.52
"352",5.18,5.2,5.02,5.07,4553000,20.280001
"353",5.04,5.06,4.73,4.73,3498200,18.92
"354",4.85,5.12,4.61,4.77,3687100,19.08
"355",4.85,5,4.78,4.96,2129200,19.84
"356",5.02,5.08,4.86,5.02,2013300,20.08
"357",4.97,5.01,4.75,4.86,2166500,19.440001
"358",4.83,4.98,4.69,4.96,2941900,19.84
"359",5,5.19,4.91,5.16,2845700,20.639999
"360",5,5.11,4.92,5.02,4832600,20.08
"361",5.11,5.17,4.92,5.06,1846800,20.24
"362",5.11,5.25,5.1,5.19,2390300,20.76
"363",5.12,5.24,5.09,5.13,2256800,20.52
"364",5.08,5.17,5.01,5.07,1704100,20.280001
"365",4.97,5.04,4.82,4.83,2601000,19.32
"366",4.83,4.88,4.49,4.54,2556500,18.16
"367",4.57,4.6,4.45,4.5,2007600,18
"368",4.35,4.42,4.27,4.31,2093700,17.24
"369",4.33,4.36,4.2,4.28,1030300,17.120001
"370",4.2,4.26,4.12,4.12,1729200,16.48
"371",4.14,4.24,4.09,4.17,579300,16.68
"372",4.27,4.38,4.25,4.36,1173000,17.440001
"373",4.33,4.5,4.33,4.36,1466300,17.440001
"374",4.52,4.67,4.49,4.65,1522600,18.6
"375",4.74,4.81,4.56,4.68,1876600,18.719999
"376",4.71,4.78,4.05,4.18,5220400,16.719999
"377",4.46,4.76,4.45,4.7,2303100,18.799999
"378",4.7,4.75,4.64,4.68,1252200,18.719999
"379",4.6,4.66,4.51,4.55,1967200,18.200001
"380",4.55,4.59,4.42,4.44,1793600,17.76
"381",4.46,4.53,4.42,4.45,1564500,17.799999
"382",4.37,4.53,4.32,4.48,1799300,17.92
"383",4.53,4.6,4.3,4.33,1812400,17.32
"384",4.29,4.45,4.29,4.4,1401000,17.6
"385",4.46,4.53,4.3,4.47,2166700,17.879999
"386",4.55,4.7,4.41,4.42,2139000,17.68
"387",4.5,4.59,4.42,4.42,1197700,17.68
"388",4.51,4.74,4.48,4.67,1742300,18.68
"389",4.68,4.89,4.64,4.88,1348100,19.52
"390",4.88,4.98,4.85,4.92,1147800,19.68
"391",4.97,5.01,4.91,4.98,988400,19.92
"392",4.95,5.04,4.95,5.02,609600,20.08
"393",5.03,5.06,4.9,4.93,790400,19.719999
"394",4.93,5.04,4.91,4.99,1101500,19.959999
"395",4.96,5.2,4.96,5.13,1117300,20.52
"396",5.15,5.23,4.84,4.96,2162700,19.84
"397",4.95,4.95,4.67,4.69,2574000,18.76
"398",4.66,4.78,4.59,4.76,3215900,19.040001
"399",4.79,5.15,4.76,4.99,3090500,19.959999
"400",5.09,5.14,4.95,5.1,1570200,20.4
"401",5.09,5.22,4.97,5.15,2954700,20.6
"402",5.11,5.26,5.07,5.23,1092100,20.92
"403",5.25,5.25,5.12,5.13,1997400,20.52
"404",5.08,5.19,5.01,5.07,1141100,20.280001
"405",5.13,5.16,4.9,4.93,1839800,19.719999
"406",4.93,5.08,4.89,5.02,2112000,20.08
"407",5.09,5.24,5.02,5.16,1753600,20.639999
"408",5.16,5.17,5.01,5.1,1455100,20.4
"409",5.11,5.18,5.05,5.09,981500,20.360001
"410",5.05,5.37,5.02,5.33,2497100,21.32
"411",5.34,5.55,5.3,5.5,3341000,22
"412",5.56,5.59,5.34,5.41,1754800,21.639999
"413",5.36,5.5,5.33,5.48,1034900,21.92
"414",5.4,5.44,5.29,5.33,1367200,21.32
"415",5.38,5.46,5.22,5.29,1067000,21.16
"416",5.33,5.53,5.27,5.47,2203600,21.879999
"417",5.47,5.52,5.3,5.43,1461600,21.719999
"418",5.5,6.02,5.47,5.97,5702100,23.879999
"419",6.02,6.05,5.71,5.94,3911800,23.76
"420",5.86,5.94,5.82,5.85,2084200,23.4
"421",5.86,5.95,5.82,5.86,1291100,23.440001
"422",5.86,5.91,5.55,5.58,3434400,22.32
"423",5.52,5.76,5.48,5.72,3377700,22.879999
"424",5.79,5.86,5.73,5.77,1247700,23.08
"425",5.76,5.81,5.6,5.67,2208600,22.68
"426",5.69,5.75,5.59,5.7,3008200,22.799999
"427",5.73,5.83,5.68,5.68,2144400,22.719999
"428",5.73,5.76,5.6,5.66,1598400,22.639999
"429",5.7,5.73,5.53,5.6,2044500,22.4
"430",5.65,5.65,5.49,5.55,3825500,22.200001
"431",5.55,5.72,5.5,5.62,3083100,22.48
"432",5.65,5.9,5.62,5.78,2729900,23.120001
"433",5.69,5.78,5.63,5.65,3937700,22.6
"434",5.55,5.75,5.55,5.71,3046100,22.84
"435",5.7,5.79,5.62,5.65,2398800,22.6
"436",5.68,5.76,5.6,5.73,2877400,22.92
"437",5.68,5.77,5.61,5.66,1058800,22.639999
"438",5.63,5.79,5.48,5.52,2451700,22.08
"439",5.43,5.47,5.33,5.4,1585600,21.6
"440",5.39,5.54,5.39,5.45,1775500,21.799999
"441",5.54,5.64,5.44,5.53,949100,22.120001
"442",5.55,5.62,5.46,5.47,2072300,21.879999
"443",5.44,5.45,5.29,5.37,1436800,21.48
"444",5.4,5.49,5.35,5.47,2578100,21.879999
"445",5.46,5.54,5.35,5.43,1552200,21.719999
"446",5.44,5.69,5.43,5.68,1757100,22.719999
"447",5.68,5.69,5.56,5.58,3374900,22.32
"448",5.59,5.63,5.51,5.53,1239300,22.120001
"449",5.49,5.53,5.35,5.41,1458200,21.639999
"450",5.39,5.43,5.32,5.43,1081600,21.719999
"451",5.39,5.51,5.29,5.34,1993000,21.360001
"452",5.34,5.37,5.23,5.25,883100,21
"453",5.32,5.59,5.3,5.54,3222600,22.16
"454",5.53,5.59,5.4,5.41,1877500,21.639999
"455",5.42,5.46,5.15,5.19,3387800,20.76
"456",5.13,5.3,5.06,5.16,3591900,20.639999
"457",5.23,5.39,5.17,5.31,4017700,21.24
"458",5.31,5.47,5.27,5.37,3029000,21.48
"459",5.37,5.55,5.3,5.48,1709600,21.92
"460",5.45,5.47,5.35,5.35,1582200,21.4
"461",5.34,5.4,5.23,5.26,1162500,21.040001
"462",5.14,5.23,5.1,5.11,692100,20.440001
"463",5.09,5.16,4.91,5.02,1493900,20.08
"464",5.07,5.23,5.02,5.08,1756800,20.32
"465",5.12,5.43,5.12,5.35,2090800,21.4
"466",5.33,5.36,5.23,5.3,1012300,21.200001
"467",5.33,5.35,5.24,5.28,1360800,21.120001
"468",5.31,5.49,5.29,5.38,1191300,21.52
"469",5.35,5.47,5.32,5.38,756100,21.52
"470",5.37,5.45,5.34,5.44,913500,21.76
"471",5.46,5.5,5.39,5.41,818700,21.639999
"472",5.3,5.35,5.25,5.32,858500,21.280001
"473",5.31,5.39,5.26,5.34,673300,21.360001
"474",5.39,5.48,5.36,5.48,939800,21.92
"475",5.45,5.45,5.09,5.16,3767300,20.639999
"476",5.15,5.24,5.12,5.21,2007500,20.84
"477",5.18,5.24,5.13,5.19,960700,20.76
"478",5.22,5.41,5.18,5.34,1119400,21.360001
"479",5.31,5.37,5.25,5.28,641700,21.120001
"480",5.27,5.29,5.07,5.1,992800,20.4
"481",5.09,5.1,4.96,5.03,1597300,20.120001
"482",5.04,5.09,4.98,5.04,919600,20.16
"483",5.01,5.17,4.85,5.1,3271800,20.4
"484",5.02,5.21,5,5.14,3558300,20.559999
"485",5.18,5.31,5.13,5.15,2006000,20.6
"486",5.12,5.14,5.03,5.07,1940900,20.280001
"487",5,5.08,4.95,5,2360500,20
"488",5,5.03,4.88,4.92,1545400,19.68
"489",4.93,5.1,4.8,4.9,2663300,19.6
"490",4.9,4.93,4.7,4.7,1497100,18.799999
"491",4.73,4.77,4.54,4.58,969200,18.32
"492",4.58,4.69,4.52,4.66,1346600,18.639999
"493",4.65,4.86,4.65,4.68,2280000,18.719999
"494",4.64,4.66,4.53,4.63,1356600,18.52
"495",4.66,4.85,4.64,4.75,1302800,19
"496",4.77,4.82,4.71,4.75,581000,19
"497",4.7,4.9,4.59,4.85,1953100,19.4
"498",4.8,4.8,4.69,4.75,842400,19
"499",4.75,4.77,4.6,4.71,1280700,18.84
"500",4.61,4.64,4.48,4.49,1020400,17.959999
"501",4.54,4.54,4.34,4.39,1073600,17.559999
"502",4.36,4.48,4.33,4.45,1018600,17.799999
"503",4.48,4.72,4.4,4.71,1114500,18.84
"504",4.79,4.85,4.55,4.58,1182100,18.32
"505",4.55,4.7,4.53,4.68,606600,18.719999
"506",4.77,4.81,4.66,4.68,679000,18.719999
"507",4.72,4.81,4.69,4.73,977200,18.92
"508",4.7,4.73,4.57,4.61,1057500,18.440001
"509",4.63,4.7,4.59,4.67,1247800,18.68
"510",4.71,4.72,4.59,4.61,1586600,18.440001
"511",4.59,4.86,4.55,4.83,2285600,19.32
"512",4.82,4.99,4.82,4.95,2153200,19.799999
